region;Dummies
91; 1997(2) 1997(8) 2013(3) 2013(11) 2014(2) 2014(12) 2015(6) 2015(12) 2016(1) 2016(3) 2016(4) 2016(11) 2016(12) 1997(2) 1997(8) 2013(3) 2013(11) 2014(2) 2014(12) 2015(6) 2015(12) 2016(1) 2016(3) 2016(4) 2016(11) 2016(12)
92; 2011(8) 2011(9) 2011(11) 2012(4) 2012(12) 2013(4) 2013(7) 2013(8) 2013(9) 2013(10) 2014(2) 2014(3) 2014(4) 2014(5) 2014(9) 2014(11) 2014(12) 2015(1) 2015(2) 2015(3) 2015(4) 2015(6) 2015(10) 2015(12) 2016(2) 2016(4) 2016(5) 2016(6) 2016(7) 2016(8) 2016(10) 2016(11) 2016(12) 2011(8) 2011(9) 2011(11) 2012(4) 2012(12) 2013(4) 2013(7) 2013(8) 2013(9) 2013(10) 2014(2) 2014(3) 2014(4) 2014(5) 2014(9) 2014(11) 2014(12) 2015(1) 2015(2) 2015(3) 2015(4) 2015(6) 2015(10) 2015(12) 2016(2) 2016(4) 2016(5) 2016(6) 2016(7) 2016(8) 2016(10) 2016(11) 2016(12)
93; 2011(2) 2011(3) 2013(7) 2014(1) 2014(4) 2014(8) 2015(12) 2016(11) 2016(12) 2011(2) 2011(3) 2013(7) 2014(1) 2014(4) 2014(8) 2015(12) 2016(11) 2016(12)
94; 2007(2) 2007(8) 2008(6) 2008(12) 2009(2) 2009(5) 2010(11) 2011(2) 2011(12) 2012(9) 2013(2) 2014(3) 2015(12) 2016(2) 2016(6) 2007(2) 2007(8) 2008(6) 2008(12) 2009(2) 2009(5) 2010(11) 2011(2) 2011(12) 2012(9) 2013(2) 2014(3) 2015(12) 2016(2) 2016(6)
95; 1997(9) 2007(4) 2009(10) 2009(11) 2009(12) 2012(6) 2012(11) 2012(12) 2013(1) 2013(5) 2013(12) 2015(4) 2015(6) 2015(7) 2015(8) 2015(9) 2015(11) 2015(12) 2016(3) 2016(4) 2016(5) 2016(6) 2016(7) 2016(8) 2016(11) 2016(12) 1997(9) 2007(4) 2009(10) 2009(11) 2009(12) 2012(6) 2012(11) 2012(12) 2013(1) 2013(5) 2013(12) 2015(4) 2015(6) 2015(7) 2015(8) 2015(9) 2015(11) 2015(12) 2016(3) 2016(4) 2016(5) 2016(6) 2016(7) 2016(8) 2016(11) 2016(12)
96; 2000(9) 2000(11) 2000(12) 2001(8) 2001(9) 2002(5) 2003(9) 2014(9) 2015(9) 2000(9) 2000(11) 2000(12) 2001(8) 2001(9) 2002(5) 2003(9) 2014(9) 2015(9)
97; 2006(11) 2007(2) 2007(6) 2007(7) 2007(8) 2008(1) 2008(8) 2008(11) 2009(1) 2009(2) 2009(3) 2009(9) 2009(10) 2010(2) 2010(4) 2010(5) 2011(4) 2011(6) 2011(9) 2012(8) 2013(1) 2013(4) 2013(5) 2013(11) 2014(1) 2014(3) 2014(5) 2014(7) 2014(12) 2015(1) 2015(2) 2015(5) 2015(11) 2015(12) 2016(1) 2016(2) 2016(12) 2006(11) 2007(2) 2007(6) 2007(7) 2007(8) 2008(1) 2008(8) 2008(11) 2009(1) 2009(2) 2009(3) 2009(9) 2009(10) 2010(2) 2010(4) 2010(5) 2011(4) 2011(6) 2011(9) 2012(8) 2013(1) 2013(4) 2013(5) 2013(11) 2014(1) 2014(3) 2014(5) 2014(7) 2014(12) 2015(1) 2015(2) 2015(5) 2015(11) 2015(12) 2016(1) 2016(2) 2016(12)
98; 2011(4) 2011(9) 2012(10) 2012(12) 2013(1) 2013(2) 2013(3) 2013(6) 2014(8) 2015(6) 2015(7) 2015(8) 2015(12) 2016(1) 2016(4) 2016(6) 2016(7) 2016(9) 2016(10) 2016(11) 2016(12) 2011(4) 2011(9) 2012(10) 2012(12) 2013(1) 2013(2) 2013(3) 2013(6) 2014(8) 2015(6) 2015(7) 2015(8) 2015(12) 2016(1) 2016(4) 2016(6) 2016(7) 2016(9) 2016(10) 2016(11) 2016(12)
99; 1997(8) 1997(11) 1997(12) 1999(10) 1999(12) 2000(10) 2000(11) 2003(10) 2003(12) 2004(11) 2004(12) 2005(1) 2012(1) 1997(8) 1997(11) 1997(12) 1999(10) 1999(12) 2000(10) 2000(11) 2003(10) 2003(12) 2004(11) 2004(12) 2005(1) 2012(1)
100; 2001(8) 2003(1) 2003(2) 2010(1) 2010(2) 2010(3) 2010(4) 2010(5) 2010(6) 2011(1) 2011(2) 2011(7) 2011(12) 2012(1) 2013(1) 2013(3) 2013(5) 2013(6) 2013(7) 2013(9) 2013(10) 2013(11) 2013(12) 2014(2) 2014(3) 2014(8) 2014(10) 2015(3) 2015(12) 2016(2) 2016(3) 2016(4) 2016(5) 2016(8) 2016(12) 2001(8) 2003(1) 2003(2) 2010(1) 2010(2) 2010(3) 2010(4) 2010(5) 2010(6) 2011(1) 2011(2) 2011(7) 2011(12) 2012(1) 2013(1) 2013(3) 2013(5) 2013(6) 2013(7) 2013(9) 2013(10) 2013(11) 2013(12) 2014(2) 2014(3) 2014(8) 2014(10) 2015(3) 2015(12) 2016(2) 2016(3) 2016(4) 2016(5) 2016(8) 2016(12)
101; 2002(11) 2005(2) 2006(1) 2007(1) 2008(11) 2008(12) 2009(12) 2010(12) 2011(12) 2012(1) 2012(9) 2012(12) 2013(1) 2013(2) 2013(10) 2013(11) 2013(12) 2014(1) 2014(12) 2015(1) 2015(6) 2015(12) 2016(1) 2016(12) 2002(11) 2005(2) 2006(1) 2007(1) 2008(11) 2008(12) 2009(12) 2010(12) 2011(12) 2012(1) 2012(9) 2012(12) 2013(1) 2013(2) 2013(10) 2013(11) 2013(12) 2014(1) 2014(12) 2015(1) 2015(6) 2015(12) 2016(1) 2016(12)
102; 2002(5) 2004(2) 2008(12) 2010(2) 2010(12) 2011(1) 2011(2) 2011(3) 2012(4) 2012(10) 2012(12) 2013(1) 2013(2) 2013(4) 2013(5) 2015(12) 2016(6) 2016(12) 2002(5) 2004(2) 2008(12) 2010(2) 2010(12) 2011(1) 2011(2) 2011(3) 2012(4) 2012(10) 2012(12) 2013(1) 2013(2) 2013(4) 2013(5) 2015(12) 2016(6) 2016(12)
103; 2001(1) 2001(2) 2001(7) 2006(12) 2007(1) 2007(2) 2007(3) 2007(4) 2007(8) 2008(2) 2008(12) 2009(1) 2009(2) 2009(7) 2010(8) 2010(11) 2010(12) 2011(1) 2011(2) 2011(3) 2011(4) 2011(9) 2011(10) 2011(11) 2011(12) 2012(1) 2012(2) 2012(5) 2012(9) 2012(10) 2012(11) 2012(12) 2013(1) 2013(2) 2013(3) 2013(7) 2013(8) 2013(9) 2013(12) 2014(1) 2014(2) 2014(6) 2014(7) 2014(9) 2014(10) 2014(11) 2014(12) 2015(1) 2015(2) 2015(4) 2015(6) 2015(7) 2015(8) 2015(9) 2015(10) 2015(11) 2015(12) 2016(1) 2016(3) 2016(7) 2001(1) 2001(2) 2001(7) 2006(12) 2007(1) 2007(2) 2007(3) 2007(4) 2007(8) 2008(2) 2008(12) 2009(1) 2009(2) 2009(7) 2010(8) 2010(11) 2010(12) 2011(1) 2011(2) 2011(3) 2011(4) 2011(9) 2011(10) 2011(11) 2011(12) 2012(1) 2012(2) 2012(5) 2012(9) 2012(10) 2012(11) 2012(12) 2013(1) 2013(2) 2013(3) 2013(7) 2013(8) 2013(9) 2013(12) 2014(1) 2014(2) 2014(6) 2014(7) 2014(9) 2014(10) 2014(11) 2014(12) 2015(1) 2015(2) 2015(4) 2015(6) 2015(7) 2015(8) 2015(9) 2015(10) 2015(11) 2015(12) 2016(1) 2016(3) 2016(7)
104; 1997(1) 2010(11) 2010(12) 2011(2) 2011(6) 2011(7) 2011(8) 2011(9) 2011(11) 2011(12) 2012(1) 2012(2) 2012(3) 2012(8) 2012(10) 2012(11) 2012(12) 2013(1) 2013(2) 2013(3) 2013(6) 2013(8) 2013(11) 2013(12) 2014(1) 2014(2) 2014(8) 2014(9) 2014(10) 2014(12) 2015(1) 2015(8) 2015(9) 2016(1) 2016(3) 2016(5) 2016(8) 1997(1) 2010(11) 2010(12) 2011(2) 2011(6) 2011(7) 2011(8) 2011(9) 2011(11) 2011(12) 2012(1) 2012(2) 2012(3) 2012(8) 2012(10) 2012(11) 2012(12) 2013(1) 2013(2) 2013(3) 2013(6) 2013(8) 2013(11) 2013(12) 2014(1) 2014(2) 2014(8) 2014(9) 2014(10) 2014(12) 2015(1) 2015(8) 2015(9) 2016(1) 2016(3) 2016(5) 2016(8)
105; 1996(9) 1996(10) 2003(8) 2003(9) 1996(9) 1996(10) 2003(8) 2003(9)
106; 2001(2) 2004(12) 2005(12) 2006(1) 2006(3) 2006(12) 2007(1) 2007(2) 2007(3) 2007(4) 2007(12) 2008(12) 2009(1) 2009(2) 2009(7) 2009(12) 2010(1) 2010(7) 2010(11) 2010(12) 2011(4) 2011(11) 2011(12) 2012(1) 2012(6) 2012(10) 2012(11) 2012(12) 2013(1) 2013(6) 2013(12) 2014(1) 2014(2) 2014(7) 2014(8) 2014(12) 2016(12) 2001(2) 2004(12) 2005(12) 2006(1) 2006(3) 2006(12) 2007(1) 2007(2) 2007(3) 2007(4) 2007(12) 2008(12) 2009(1) 2009(2) 2009(7) 2009(12) 2010(1) 2010(7) 2010(11) 2010(12) 2011(4) 2011(11) 2011(12) 2012(1) 2012(6) 2012(10) 2012(11) 2012(12) 2013(1) 2013(6) 2013(12) 2014(1) 2014(2) 2014(7) 2014(8) 2014(12) 2016(12)
107; 2001(6) 2003(3) 2005(8) 2006(1) 2007(1) 2008(1) 2010(7) 2010(12) 2011(1) 2011(2) 2011(11) 2011(12) 2012(1) 2012(2) 2012(9) 2012(10) 2012(11) 2012(12) 2013(1) 2013(2) 2013(3) 2013(7) 2014(12) 2015(6) 2015(12) 2016(1) 2016(6) 2016(9) 2016(10) 2016(11) 2016(12) 2001(6) 2003(3) 2005(8) 2006(1) 2007(1) 2008(1) 2010(7) 2010(12) 2011(1) 2011(2) 2011(11) 2011(12) 2012(1) 2012(2) 2012(9) 2012(10) 2012(11) 2012(12) 2013(1) 2013(2) 2013(3) 2013(7) 2014(12) 2015(6) 2015(12) 2016(1) 2016(6) 2016(9) 2016(10) 2016(11) 2016(12)
108; 2001(1) 2002(4) 2008(4) 2008(12) 2009(12) 2010(1) 2010(2) 2010(6) 2010(7) 2010(12) 2011(1) 2011(2) 2011(3) 2011(8) 2011(12) 2012(1) 2012(2) 2012(7) 2012(12) 2013(2) 2013(3) 2013(12) 2014(1) 2014(7) 2014(12) 2015(2) 2015(6) 2015(7) 2016(1) 2016(12) 2001(1) 2002(4) 2008(4) 2008(12) 2009(12) 2010(1) 2010(2) 2010(6) 2010(7) 2010(12) 2011(1) 2011(2) 2011(3) 2011(8) 2011(12) 2012(1) 2012(2) 2012(7) 2012(12) 2013(2) 2013(3) 2013(12) 2014(1) 2014(7) 2014(12) 2015(2) 2015(6) 2015(7) 2016(1) 2016(12)
109; 2009(1) 2010(1) 2010(9) 2010(10) 2010(11) 2011(1) 2011(6) 2011(8) 2012(1) 2012(8) 2013(3) 2014(6) 2014(10) 2015(1) 2016(1) 2016(6) 2016(7) 2016(8) 2016(12) 2009(1) 2010(1) 2010(9) 2010(10) 2010(11) 2011(1) 2011(6) 2011(8) 2012(1) 2012(8) 2013(3) 2014(6) 2014(10) 2015(1) 2016(1) 2016(6) 2016(7) 2016(8) 2016(12)
110; 2000(11) 2001(1) 2006(3) 2007(1) 2010(12) 2011(3) 2011(8) 2012(2) 2012(10) 2012(12) 2013(1) 2013(2) 2013(9) 2013(12) 2014(2) 2014(4) 2014(6) 2014(7) 2014(8) 2014(12) 2015(1) 2015(2) 2015(6) 2015(7) 2015(8) 2015(12) 2016(1) 2016(2) 2016(3) 2016(6) 2016(8) 2016(9) 2016(12) 2000(11) 2001(1) 2006(3) 2007(1) 2010(12) 2011(3) 2011(8) 2012(2) 2012(10) 2012(12) 2013(1) 2013(2) 2013(9) 2013(12) 2014(2) 2014(4) 2014(6) 2014(7) 2014(8) 2014(12) 2015(1) 2015(2) 2015(6) 2015(7) 2015(8) 2015(12) 2016(1) 2016(2) 2016(3) 2016(6) 2016(8) 2016(9) 2016(12)
111; 2002(1) 2002(5) 2003(3) 2009(1) 2009(2) 2010(1) 2010(3) 2010(4) 2011(9) 2012(1) 2012(2) 2012(5) 2012(11) 2012(12) 2013(1) 2013(5) 2013(6) 2013(8) 2013(9) 2013(11) 2013(12) 2014(1) 2014(3) 2014(7) 2014(12) 2015(1) 2015(2) 2015(7) 2015(9) 2015(11) 2015(12) 2016(1) 2016(2) 2016(11) 2016(12) 2002(1) 2002(5) 2003(3) 2009(1) 2009(2) 2010(1) 2010(3) 2010(4) 2011(9) 2012(1) 2012(2) 2012(5) 2012(11) 2012(12) 2013(1) 2013(5) 2013(6) 2013(8) 2013(9) 2013(11) 2013(12) 2014(1) 2014(3) 2014(7) 2014(12) 2015(1) 2015(2) 2015(7) 2015(9) 2015(11) 2015(12) 2016(1) 2016(2) 2016(11) 2016(12)
112; 2010(12) 2013(4) 2013(6) 2013(7) 2013(10) 2013(12) 2014(1) 2014(10) 2014(12) 2015(10) 2015(12) 2016(3) 2016(9) 2016(10) 2016(12) 2010(12) 2013(4) 2013(6) 2013(7) 2013(10) 2013(12) 2014(1) 2014(10) 2014(12) 2015(10) 2015(12) 2016(3) 2016(9) 2016(10) 2016(12)
113; 2004(1) 2004(5) 2009(1) 2010(1) 2010(2) 2010(7) 2010(11) 2012(4) 2012(10) 2012(11) 2012(12) 2013(1) 2013(10) 2014(1) 2014(6) 2014(8) 2014(10) 2014(12) 2015(1) 2015(2) 2015(12) 2016(1) 2016(2) 2016(8) 2016(10) 2016(12) 2004(1) 2004(5) 2009(1) 2010(1) 2010(2) 2010(7) 2010(11) 2012(4) 2012(10) 2012(11) 2012(12) 2013(1) 2013(10) 2014(1) 2014(6) 2014(8) 2014(10) 2014(12) 2015(1) 2015(2) 2015(12) 2016(1) 2016(2) 2016(8) 2016(10) 2016(12)
114; 2001(1) 2001(3) 2001(4) 2001(5) 2002(1) 2002(2) 2002(9) 2002(10) 2002(12) 2004(7) 2004(9) 2004(10) 2004(11) 2004(12) 2005(1) 2005(2) 2005(9) 2007(6) 2008(11) 2009(1) 2009(3) 2010(1) 2011(12) 2013(1) 2014(11) 2015(1) 2016(1) 2016(8) 2001(1) 2001(3) 2001(4) 2001(5) 2002(1) 2002(2) 2002(9) 2002(10) 2002(12) 2004(7) 2004(9) 2004(10) 2004(11) 2004(12) 2005(1) 2005(2) 2005(9) 2007(6) 2008(11) 2009(1) 2009(3) 2010(1) 2011(12) 2013(1) 2014(11) 2015(1) 2016(1) 2016(8)
115; 2010(12) 2013(1) 2014(7) 2014(8) 2015(4) 2015(12) 2016(1) 2016(5) 2016(6) 2016(8) 2016(11) 2016(12) 2010(12) 2013(1) 2014(7) 2014(8) 2015(4) 2015(12) 2016(1) 2016(5) 2016(6) 2016(8) 2016(11) 2016(12)
116; 2008(5) 2011(6) 2012(2) 2012(8) 2012(9) 2012(11) 2013(2) 2013(9) 2013(10) 2013(11) 2013(12) 2014(1) 2014(2) 2014(3) 2014(5) 2014(7) 2014(8) 2015(10) 2015(11) 2015(12) 2016(1) 2016(3) 2016(6) 2016(12) 2008(5) 2011(6) 2012(2) 2012(8) 2012(9) 2012(11) 2013(2) 2013(9) 2013(10) 2013(11) 2013(12) 2014(1) 2014(2) 2014(3) 2014(5) 2014(7) 2014(8) 2015(10) 2015(11) 2015(12) 2016(1) 2016(3) 2016(6) 2016(12)
117; 2009(6) 2012(1) 2012(4) 2012(5) 2012(10) 2012(12) 2013(3) 2013(9) 2013(12) 2014(3) 2014(9) 2014(12) 2015(1) 2015(2) 2015(5) 2015(6) 2015(9) 2015(12) 2016(4) 2016(12) 2009(6) 2012(1) 2012(4) 2012(5) 2012(10) 2012(12) 2013(3) 2013(9) 2013(12) 2014(3) 2014(9) 2014(12) 2015(1) 2015(2) 2015(5) 2015(6) 2015(9) 2015(12) 2016(4) 2016(12)
118; 2008(4) 2008(5) 2008(12) 2009(1) 2009(12) 2010(1) 2013(12) 2014(2) 2014(6) 2014(12) 2015(1) 2015(9) 2015(12) 2016(9) 2008(4) 2008(5) 2008(12) 2009(1) 2009(12) 2010(1) 2013(12) 2014(2) 2014(6) 2014(12) 2015(1) 2015(9) 2015(12) 2016(9)
119; 2006(1) 2006(12) 2007(1) 2007(7) 2008(12) 2009(1) 2009(8) 2010(7) 2010(8) 2010(12) 2011(1) 2011(2) 2011(6) 2011(7) 2011(10) 2011(12) 2012(1) 2012(7) 2012(11) 2013(3) 2013(7) 2013(8) 2014(1) 2014(5) 2014(6) 2014(7) 2014(8) 2014(9) 2014(12) 2015(1) 2015(3) 2015(6) 2015(10) 2015(11) 2015(12) 2016(2) 2016(3) 2016(6) 2016(7) 2016(8) 2016(11) 2006(1) 2006(12) 2007(1) 2007(7) 2008(12) 2009(1) 2009(8) 2010(7) 2010(8) 2010(12) 2011(1) 2011(2) 2011(6) 2011(7) 2011(10) 2011(12) 2012(1) 2012(7) 2012(11) 2013(3) 2013(7) 2013(8) 2014(1) 2014(5) 2014(6) 2014(7) 2014(8) 2014(9) 2014(12) 2015(1) 2015(3) 2015(6) 2015(10) 2015(11) 2015(12) 2016(2) 2016(3) 2016(6) 2016(7) 2016(8) 2016(11)
120; 2007(1) 2008(2) 2009(1) 2010(1) 2010(12) 2011(1) 2011(2) 2011(12) 2012(1) 2012(12) 2013(1) 2013(2) 2013(12) 2014(2) 2014(6) 2014(7) 2015(1) 2015(7) 2015(12) 2016(1) 2016(10) 2016(11) 2016(12) 2007(1) 2008(2) 2009(1) 2010(1) 2010(12) 2011(1) 2011(2) 2011(12) 2012(1) 2012(12) 2013(1) 2013(2) 2013(12) 2014(2) 2014(6) 2014(7) 2015(1) 2015(7) 2015(12) 2016(1) 2016(10) 2016(11) 2016(12)
121; 2008(12) 2011(1) 2011(8) 2011(10) 2011(11) 2011(12) 2012(1) 2012(2) 2012(7) 2012(8) 2012(9) 2012(10) 2012(11) 2012(12) 2013(7) 2013(12) 2014(1) 2014(2) 2014(6) 2014(7) 2014(8) 2014(11) 2015(1) 2015(3) 2015(4) 2015(7) 2015(8) 2015(11) 2015(12) 2016(4) 2016(6) 2016(8) 2016(12) 2008(12) 2011(1) 2011(8) 2011(10) 2011(11) 2011(12) 2012(1) 2012(2) 2012(7) 2012(8) 2012(9) 2012(10) 2012(11) 2012(12) 2013(7) 2013(12) 2014(1) 2014(2) 2014(6) 2014(7) 2014(8) 2014(11) 2015(1) 2015(3) 2015(4) 2015(7) 2015(8) 2015(11) 2015(12) 2016(4) 2016(6) 2016(8) 2016(12)
122; 2006(8) 2007(2) 2008(12) 2009(1) 2009(6) 2012(12) 2013(1) 2015(6) 2015(8) 2015(12) 2016(12) 2006(8) 2007(2) 2008(12) 2009(1) 2009(6) 2012(12) 2013(1) 2015(6) 2015(8) 2015(12) 2016(12)
123; 2012(11) 2013(1) 2013(6) 2012(11) 2013(1) 2013(6)
124; 2007(12) 2008(12) 2007(12) 2008(12)
125; 1996(4) 1996(12) 1998(1) 1998(5) 1998(8) 1999(3) 1999(4) 1999(6) 1999(7) 1999(9) 1999(10) 2000(1) 2000(7) 2001(8) 2001(11) 2002(4) 2002(7) 2006(4) 2006(6) 2007(12) 2008(1) 2008(4) 2009(4) 2009(5) 2012(12) 2013(1) 2013(12) 2015(1) 2016(1) 2016(5) 2016(6) 2016(10) 2016(12) 1996(4) 1996(12) 1998(1) 1998(5) 1998(8) 1999(3) 1999(4) 1999(6) 1999(7) 1999(9) 1999(10) 2000(1) 2000(7) 2001(8) 2001(11) 2002(4) 2002(7) 2006(4) 2006(6) 2007(12) 2008(1) 2008(4) 2009(4) 2009(5) 2012(12) 2013(1) 2013(12) 2015(1) 2016(1) 2016(5) 2016(6) 2016(10) 2016(12)
126; 2010(12) 2011(1) 2011(2) 2011(3) 2011(12) 2012(1) 2012(2) 2012(12) 2013(1) 2013(3) 2013(4) 2013(5) 2013(6) 2013(12) 2014(1) 2014(2) 2014(4) 2014(5) 2014(6) 2010(12) 2011(1) 2011(2) 2011(3) 2011(12) 2012(1) 2012(2) 2012(12) 2013(1) 2013(3) 2013(4) 2013(5) 2013(6) 2013(12) 2014(1) 2014(2) 2014(4) 2014(5) 2014(6)
127; 2003(8) 2003(10) 2006(6) 2006(8) 2007(1) 2007(4) 2008(1) 2008(4) 2008(5) 2008(6) 2008(8) 2009(2) 2009(3) 2009(12) 2010(1) 2010(8) 2011(1) 2011(3) 2011(7) 2011(12) 2012(1) 2012(3) 2012(7) 2012(12) 2013(1) 2013(2) 2013(5) 2013(7) 2013(12) 2014(1) 2014(3) 2014(5) 2014(6) 2014(8) 2015(1) 2015(2) 2015(3) 2015(4) 2015(7) 2015(8) 2015(11) 2015(12) 2016(1) 2016(2) 2016(5) 2016(12) 2003(8) 2003(10) 2006(6) 2006(8) 2007(1) 2007(4) 2008(1) 2008(4) 2008(5) 2008(6) 2008(8) 2009(2) 2009(3) 2009(12) 2010(1) 2010(8) 2011(1) 2011(3) 2011(7) 2011(12) 2012(1) 2012(3) 2012(7) 2012(12) 2013(1) 2013(2) 2013(5) 2013(7) 2013(12) 2014(1) 2014(3) 2014(5) 2014(6) 2014(8) 2015(1) 2015(2) 2015(3) 2015(4) 2015(7) 2015(8) 2015(11) 2015(12) 2016(1) 2016(2) 2016(5) 2016(12)
128; 1999(1) 2001(1) 2006(4) 2009(10) 2010(2) 2010(12) 2011(1) 2011(2) 2011(3) 2011(4) 2012(2) 2012(7) 2012(11) 2013(1) 2013(2) 2013(3) 2013(6) 2013(7) 2013(8) 2013(9) 2013(11) 2014(1) 2014(2) 2014(6) 2014(7) 2014(8) 2014(9) 2014(10) 2015(1) 2015(2) 2015(3) 2015(12) 2016(10) 2016(12) 1999(1) 2001(1) 2006(4) 2009(10) 2010(2) 2010(12) 2011(1) 2011(2) 2011(3) 2011(4) 2012(2) 2012(7) 2012(11) 2013(1) 2013(2) 2013(3) 2013(6) 2013(7) 2013(8) 2013(9) 2013(11) 2014(1) 2014(2) 2014(6) 2014(7) 2014(8) 2014(9) 2014(10) 2015(1) 2015(2) 2015(3) 2015(12) 2016(10) 2016(12)
129; 2008(12) 2009(1) 2010(11) 2010(12) 2011(1) 2011(2) 2011(7) 2011(8) 2011(9) 2011(12) 2012(2) 2012(3) 2012(9) 2012(12) 2013(1) 2014(12) 2015(1) 2015(3) 2015(12) 2016(12) 2008(12) 2009(1) 2010(11) 2010(12) 2011(1) 2011(2) 2011(7) 2011(8) 2011(9) 2011(12) 2012(2) 2012(3) 2012(9) 2012(12) 2013(1) 2014(12) 2015(1) 2015(3) 2015(12) 2016(12)
130; 2003(2) 2004(12) 2008(2) 2008(12) 2009(1) 2009(3) 2011(1) 2011(2) 2011(12) 2012(1) 2012(11) 2012(12) 2013(1) 2013(2) 2013(3) 2013(4) 2013(5) 2013(6) 2013(7) 2013(8) 2013(9) 2013(10) 2014(1) 2014(4) 2014(8) 2015(1) 2015(6) 2015(12) 2003(2) 2004(12) 2008(2) 2008(12) 2009(1) 2009(3) 2011(1) 2011(2) 2011(12) 2012(1) 2012(11) 2012(12) 2013(1) 2013(2) 2013(3) 2013(4) 2013(5) 2013(6) 2013(7) 2013(8) 2013(9) 2013(10) 2014(1) 2014(4) 2014(8) 2015(1) 2015(6) 2015(12)
131; 1997(7) 1997(10) 1997(11) 1998(11) 2000(1) 2001(2) 2001(3) 2002(3) 2003(2) 2003(10) 2004(1) 2004(12) 2005(1) 2005(2) 2005(3) 2005(4) 2005(8) 2006(1) 2006(2) 2006(3) 2006(5) 2007(1) 2007(2) 2007(3) 2007(7) 2008(2) 2008(11) 2008(12) 2009(1) 2009(5) 2010(1) 2010(2) 2010(7) 2010(8) 2010(9) 2010(11) 2010(12) 2011(1) 2011(2) 2011(3) 2011(5) 2011(8) 2012(1) 2012(2) 2012(7) 2012(8) 2012(9) 2012(10) 2012(12) 2013(1) 2013(2) 2013(3) 2013(4) 2013(6) 2013(7) 2013(8) 2013(9) 2013(10) 2013(12) 2014(1) 2014(3) 2014(7) 2014(8) 2014(9) 2014(10) 2014(11) 2014(12) 2015(1) 2015(3) 2015(4) 2015(5) 2015(6) 2015(8) 2015(10) 2015(11) 2015(12) 2016(1) 2016(2) 2016(4) 2016(6) 2016(7) 2016(8) 2016(11) 2016(12) 1997(7) 1997(10) 1997(11) 1998(11) 2000(1) 2001(2) 2001(3) 2002(3) 2003(2) 2003(10) 2004(1) 2004(12) 2005(1) 2005(2) 2005(3) 2005(4) 2005(8) 2006(1) 2006(2) 2006(3) 2006(5) 2007(1) 2007(2) 2007(3) 2007(7) 2008(2) 2008(11) 2008(12) 2009(1) 2009(5) 2010(1) 2010(2) 2010(7) 2010(8) 2010(9) 2010(11) 2010(12) 2011(1) 2011(2) 2011(3) 2011(5) 2011(8) 2012(1) 2012(2) 2012(7) 2012(8) 2012(9) 2012(10) 2012(12) 2013(1) 2013(2) 2013(3) 2013(4) 2013(6) 2013(7) 2013(8) 2013(9) 2013(10) 2013(12) 2014(1) 2014(3) 2014(7) 2014(8) 2014(9) 2014(10) 2014(11) 2014(12) 2015(1) 2015(3) 2015(4) 2015(5) 2015(6) 2015(8) 2015(10) 2015(11) 2015(12) 2016(1) 2016(2) 2016(4) 2016(6) 2016(7) 2016(8) 2016(11) 2016(12)
132; 2001(12) 2002(7) 2003(8) 2010(12) 2011(12) 2012(12) 2014(2) 2014(3) 2014(6) 2014(12) 2015(6) 2016(3) 2016(7) 2001(12) 2002(7) 2003(8) 2010(12) 2011(12) 2012(12) 2014(2) 2014(3) 2014(6) 2014(12) 2015(6) 2016(3) 2016(7)
133; 2001(4) 2003(12) 2015(1) 2015(2) 2015(4) 2015(12) 2016(1) 2016(2) 2016(7) 2016(12) 2001(4) 2003(12) 2015(1) 2015(2) 2015(4) 2015(12) 2016(1) 2016(2) 2016(7) 2016(12)
134; 2014(9) 2014(10) 2016(9) 2016(12) 2014(9) 2014(10) 2016(9) 2016(12)
135; 2001(12) 2002(1) 2009(12) 2010(12) 2011(1) 2012(5) 2013(1) 2013(11) 2015(2) 2015(7) 2016(1) 2016(2) 2016(3) 2016(8) 2016(9) 2016(12) 2001(12) 2002(1) 2009(12) 2010(12) 2011(1) 2012(5) 2013(1) 2013(11) 2015(2) 2015(7) 2016(1) 2016(2) 2016(3) 2016(8) 2016(9) 2016(12)
136; 1997(12) 1998(1) 1998(8) 1999(1) 2001(1) 2006(5) 2013(1) 2013(2) 2013(7) 2013(8) 2013(10) 2013(11) 2013(12) 2014(1) 2014(2) 2014(8) 2014(9) 2015(1) 2016(12) 1997(12) 1998(1) 1998(8) 1999(1) 2001(1) 2006(5) 2013(1) 2013(2) 2013(7) 2013(8) 2013(10) 2013(11) 2013(12) 2014(1) 2014(2) 2014(8) 2014(9) 2015(1) 2016(12)
137; 2008(12) 2009(1) 2012(12) 2013(1) 2016(12) 2008(12) 2009(1) 2012(12) 2013(1) 2016(12)
138; 1997(9) 1998(10) 2008(12) 2009(4) 2010(12) 2011(4) 2011(12) 2012(4) 2012(11) 2012(12) 2013(1) 2013(3) 2013(4) 2013(6) 2013(10) 2013(12) 2014(1) 2014(3) 2014(4) 2014(8) 2014(12) 2015(4) 2015(7) 2015(11) 2015(12) 2016(1) 2016(4) 2016(10) 2016(12) 1997(9) 1998(10) 2008(12) 2009(4) 2010(12) 2011(4) 2011(12) 2012(4) 2012(11) 2012(12) 2013(1) 2013(3) 2013(4) 2013(6) 2013(10) 2013(12) 2014(1) 2014(3) 2014(4) 2014(8) 2014(12) 2015(4) 2015(7) 2015(11) 2015(12) 2016(1) 2016(4) 2016(10) 2016(12)
