,Data,lpim_BR,ln_Selic_aa,ln_cambio,ln_IPCA,ln_oil,Dln_IPCA,EmpLiq
"2009-6","2009M06",4.5239601305625481,0.091115086999999997,4.4702664240000001,7.9953403239999998,4.2285376680000004,0.0035924380000000866,211102
"2009-7","2009M07",4.5819015590487373,0.086231906999999997,4.4587561679999999,7.9977370990000001,4.173001695,0.0023967750000002397,212541
"2009-8","2009M08",4.6011621645905523,0.082962382000000001,4.4171524370000004,7.9992355279999998,4.2836522410000004,0.0014984289999997458,347559
"2009-9","2009M09",4.5991521136625284,0.082962382000000001,4.4083033580000004,8.0016330440000001,4.2148981670000003,0.002397516000000266,360061
"2009-10","2009M10",4.6596583712721609,0.082962382000000001,4.3713447859999999,8.0044290230000001,4.2931146919999996,0.0027959790000000595,296901
"2009-11","2009M11",4.619073091157083,0.082962382000000001,4.3728597469999997,8.0085219120000009,4.344281499,0.0040928890000007101,305480
"2009-12","2009M12",4.5443580465913342,0.082958144999999997,4.380400313,8.0122137789999996,4.3134800919999998,0.0036918669999987941,-872166
"2010-1","2010M01",4.513054897080286,0.082957721999999998,4.3768884569999997,8.0196851599999999,4.3361447369999997,0.0074713810000002212,541949
"2010-2","2010M02",4.4886363697321396,0.082962382000000001,4.400971051,8.0274536849999993,4.3082724460000001,0.007768524999999471,552707
"2010-3","2010M03",4.6549122778829055,0.082962382000000001,4.3662782780000002,8.0326394200000006,4.3729200779999999,0.0051857350000013014,574067
"2010-4","2010M04",4.598145571051127,0.083626930000000002,4.3461403560000003,8.0383247860000004,4.4418113320000003,0.005685365999999803,464852
"2010-5","2010M05",4.6472713620067267,0.089826668999999998,4.352340324,8.0426159189999993,4.3340299059999996,0.0042911329999988368,431970
"2010-6","2010M06",4.6298627985784631,0.094734172000000005,4.3359826960000003,8.0426159189999993,4.3153282070000003,0,305036
"2010-7","2010M07",4.6718938180309992,0.098204841000000001,4.336506119,8.0427155690000003,4.3139546050000002,9.9650000001005878e-05,376308
"2010-8","2010M08",4.6830567246451622,0.1012912,4.3414650229999996,8.0431140689999996,4.3398128099999997,0.00039849999999930219,450264
"2010-9","2010M09",4.6615505194241988,0.1012912,4.3250593789999998,8.0476022769999993,4.3539719850000003,0.004488207999999716,276605
"2010-10","2010M10",4.6793495841623427,0.1012912,4.3198852380000003,8.0550751890000001,4.4178533160000004,0.0074729120000007754,172857
"2010-11","2010M11",4.6709579265260945,0.1012912,4.3273064220000004,8.0633400379999998,4.450502706,0.0082648489999996855,135462
"2010-12","2010M12",4.5705787412184726,0.101303029,4.3005453930000002,8.0696208879999993,4.5195744070000003,0.0062808499999995604,-974259
"2011-1","2011M01",4.5347477216915459,0.10303480399999999,4.2930587999999998,8.0778879089999993,4.5674139240000002,0.0082670209999999855,577538
"2011-2","2011M02",4.558078578454241,0.10588629500000001,4.3130784049999997,8.0858562759999995,4.6439581130000001,0.0079683670000001428,749171
"2011-3","2011M03",4.6482296754485386,0.109949767,4.314416735,8.0937249960000006,4.7400620660000001,0.0078687200000011615,227637
"2011-4","2011M04",4.5798523780038014,0.110965647,4.2795785400000002,8.1013958899999992,4.8134069909999999,0.0076708939999985404,500588
"2011-5","2011M05",4.6737629774537028,0.112613794,4.2961963780000003,8.1060861979999999,4.7402095319999997,0.004690308000000698,388546
"2011-6","2011M06",4.632785353021065,0.114207874,4.2819300179999997,8.1075845110000007,4.734070988,0.001498313000000806,309840
"2011-7","2011M07",4.664382045619937,0.115587725,4.2733272180000004,8.1091828469999996,4.7575560440000002,0.0015983359999989233,217715
"2011-8","2011M08",4.7077267743131834,0.117052449,4.2963325709999998,8.1128754250000004,4.7012192229999998,0.0036925780000007791,330551
"2011-9","2011M09",4.6520537718869415,0.112482452,4.3582461060000002,8.1181623389999995,4.7224803829999997,0.0052869139999991432,317692
"2011-10","2011M10",4.6662652853479019,0.110639105,4.359525369,8.122454351,4.6956418390000003,0.0042920120000005113,196037
"2011-11","2011M11",4.6463121293192664,0.107956353,4.3574777620000003,8.1276408020000002,4.7050525419999998,0.0051864510000001474,111942
"2011-12","2011M12",4.5612182984589085,0.10346164200000001,4.3743724159999999,8.1326271680000009,4.6818534109999996,0.004986366000000686,-986052
"2012-1","2012M01",4.4852598893155342,0.10160984200000001,4.3405533859999998,8.1382112870000007,4.7094728699999999,0.0055841189999998875,570777
"2012-2","2012M02",4.497584975308154,0.098940974000000001,4.3234701849999997,8.1427004489999995,4.7850085030000002,0.0044891619999987142,627003
"2012-3","2012M03",4.6021656769677923,0.093673650999999997,4.3694478520000004,8.1447981889999994,4.8277426649999997,0.0020977399999999591,357452
"2012-4","2012M04",4.5304466397921548,0.089378605,4.3956829610000003,8.151177616,4.7924042599999996,0.0063794270000006037,398949
"2012-5","2012M05",4.6298627985784631,0.084988701,4.4488671919999998,8.1547703309999999,4.7052122360000004,0.0035927149999999131,293314
"2012-6","2012M06",4.5880240271531205,0.080571173999999995,4.4659081189999998,8.1555688770000003,4.5600582489999999,0.00079854600000039966,252828
"2012-7","2012M07",4.6491870714048655,0.077623277000000004,4.4534166309999996,8.1598608890000008,4.6360961029999999,0.0042920120000005113,250783
"2012-8","2012M08",4.7140245909001735,0.075537398000000006,4.4646429510000001,8.1639523440000001,4.7303921510000002,0.0040914549999993,242115
"2012-9","2012M09",4.6386049620743286,0.071295834000000002,4.4731234049999999,8.1696365489999998,4.7307670579999996,0.0056842049999996647,253634
"2012-10","2012M10",4.7167115607209986,0.069812883000000006,4.4698085479999996,8.1755194499999995,4.7182620420000001,0.0058829009999996629,47246
"2012-11","2012M11",4.6520537718869415,0.068965481999999995,4.4772231720000004,8.1815022499999994,4.6978570929999997,0.0059827999999999548,61198
"2012-12","2012M12",4.5239601305625481,0.069129110999999993,4.4830025520000003,8.1893722239999995,4.6972022710000001,0.0078699740000001128,-1339506
"2013-1","2013M01",4.5485998344996972,0.068685838999999999,4.4543472959999999,8.197935137,4.7267566079999996,0.0085629130000004494,729738
"2013-2","2013M02",4.478472532942134,0.068815583,4.4258042570000002,8.2039170339999998,4.7575049319999998,0.0059818969999998473,661266
"2013-3","2013M03",4.5819015590487373,0.069035393,4.4184790969999996,8.2086061239999992,4.6935472970000003,0.0046890899999993962,514925
"2013-4","2013M04",4.623010104116422,0.070075577,4.4224485490000003,8.2140915119999995,4.6335190769999999,0.005485388000000313,438293
"2013-5","2013M05",4.6539603501575231,0.071610261999999994,4.434737674,8.217783957,4.6349906680000004,0.0036924450000004327,235540
"2013-6","2013M06",4.622027303054514,0.076034567999999997,4.5018076730000001,8.2203815710000008,4.6357963800000004,0.002597614000000803,209439
