Data,R1_Desligados,R2_Desligados,R3_Desligados,R4_Desligados,R5_Desligados,R6_Desligados,R7_Desligados,R8_Desligados,R9_Desligados,R10_Desligados,R11_Desligados,R12_Desligados,R13_Desligados,R14_Desligados,R15_Desligados,R16_Desligados,R17_Desligados,R18_Desligados,R19_Desligados,R20_Desligados,R21_Desligados,R22_Desligados,R23_Desligados,R24_Desligados,R25_Desligados,R26_Desligados,R27_Desligados,R28_Desligados,R29_Desligados,R30_Desligados,R31_Desligados,R32_Desligados,R33_Desligados,R34_Desligados,R35_Desligados,R36_Desligados,R37_Desligados,R38_Desligados,R39_Desligados,R40_Desligados,R41_Desligados,R42_Desligados,R43_Desligados,R44_Desligados,R45_Desligados,R46_Desligados,R47_Desligados,R48_Desligados,R49_Desligados,R50_Desligados,R51_Desligados,R52_Desligados,R53_Desligados,R54_Desligados,R55_Desligados,R56_Desligados,R57_Desligados,R58_Desligados,R59_Desligados,R60_Desligados,R61_Desligados,R62_Desligados,R63_Desligados,R64_Desligados,R65_Desligados,R66_Desligados,R67_Desligados,R68_Desligados,R69_Desligados,R70_Desligados,R71_Desligados,R72_Desligados,R73_Desligados,R74_Desligados,R75_Desligados,R76_Desligados,R77_Desligados,R78_Desligados,R79_Desligados,R80_Desligados,R81_Desligados,R82_Desligados,R83_Desligados,R84_Desligados,R85_Desligados,R86_Desligados,R87_Desligados,R88_Desligados,R89_Desligados,R90_Desligados,R91_Desligados,R92_Desligados,R93_Desligados,R94_Desligados,R95_Desligados,R96_Desligados,R97_Desligados,R98_Desligados,R99_Desligados,R100_Desligados,R101_Desligados,R102_Desligados,R103_Desligados,R104_Desligados,R105_Desligados,R106_Desligados,R107_Desligados,R108_Desligados,R109_Desligados,R110_Desligados,R111_Desligados,R112_Desligados,R113_Desligados,R114_Desligados,R115_Desligados,R116_Desligados,R117_Desligados,R118_Desligados,R119_Desligados,R120_Desligados,R121_Desligados,R122_Desligados,R123_Desligados,R124_Desligados,R125_Desligados,R126_Desligados,R127_Desligados,R128_Desligados,R129_Desligados,R130_Desligados,R131_Desligados,R132_Desligados,R133_Desligados,R134_Desligados,R135_Desligados,R136_Desligados,R137_Desligados,R1_Admitidos,R2_Admitidos,R3_Admitidos,R4_Admitidos,R5_Admitidos,R6_Admitidos,R7_Admitidos,R8_Admitidos,R9_Admitidos,R10_Admitidos,R11_Admitidos,R12_Admitidos,R13_Admitidos,R14_Admitidos,R15_Admitidos,R16_Admitidos,R17_Admitidos,R18_Admitidos,R19_Admitidos,R20_Admitidos,R21_Admitidos,R22_Admitidos,R23_Admitidos,R24_Admitidos,R25_Admitidos,R26_Admitidos,R27_Admitidos,R28_Admitidos,R29_Admitidos,R30_Admitidos,R31_Admitidos,R32_Admitidos,R33_Admitidos,R34_Admitidos,R35_Admitidos,R36_Admitidos,R37_Admitidos,R38_Admitidos,R39_Admitidos,R40_Admitidos,R41_Admitidos,R42_Admitidos,R43_Admitidos,R44_Admitidos,R45_Admitidos,R46_Admitidos,R47_Admitidos,R48_Admitidos,R49_Admitidos,R50_Admitidos,R51_Admitidos,R52_Admitidos,R53_Admitidos,R54_Admitidos,R55_Admitidos,R56_Admitidos,R57_Admitidos,R58_Admitidos,R59_Admitidos,R60_Admitidos,R61_Admitidos,R62_Admitidos,R63_Admitidos,R64_Admitidos,R65_Admitidos,R66_Admitidos,R67_Admitidos,R68_Admitidos,R69_Admitidos,R70_Admitidos,R71_Admitidos,R72_Admitidos,R73_Admitidos,R74_Admitidos,R75_Admitidos,R76_Admitidos,R77_Admitidos,R78_Admitidos,R79_Admitidos,R80_Admitidos,R81_Admitidos,R82_Admitidos,R83_Admitidos,R84_Admitidos,R85_Admitidos,R86_Admitidos,R87_Admitidos,R88_Admitidos,R89_Admitidos,R90_Admitidos,R91_Admitidos,R92_Admitidos,R93_Admitidos,R94_Admitidos,R95_Admitidos,R96_Admitidos,R97_Admitidos,R98_Admitidos,R99_Admitidos,R100_Admitidos,R101_Admitidos,R102_Admitidos,R103_Admitidos,R104_Admitidos,R105_Admitidos,R106_Admitidos,R107_Admitidos,R108_Admitidos,R109_Admitidos,R110_Admitidos,R111_Admitidos,R112_Admitidos,R113_Admitidos,R114_Admitidos,R115_Admitidos,R116_Admitidos,R117_Admitidos,R118_Admitidos,R119_Admitidos,R120_Admitidos,R121_Admitidos,R122_Admitidos,R123_Admitidos,R124_Admitidos,R125_Admitidos,R126_Admitidos,R127_Admitidos,R128_Admitidos,R129_Admitidos,R130_Admitidos,R131_Admitidos,R132_Admitidos,R133_Admitidos,R134_Admitidos,R135_Admitidos,R136_Admitidos,R137_Admitidos
2007M07,3410,4887,157,2153,45,27,15650,84,1129,51,1137,461,10870,1575,748,7183,44,2324,2896,2718,7082,2966,866,874,1093,520,4467,564,301,1462,1150,21269,1397,1155,271,1664,2527,666,283,10059,586,186,2298,5278,1067,2670,3856,4495,22868,141,643,6415,164,560,6944,4930,1683,4702,2190,31489,4693,7942,4076,6198,2102,1713,31711,3234,84213,10665,10394,28001,3922,15635,2962,6212,21490,3155,1054,8965,3572,2972,6634,96122,14920,27507,7592,15693,10191,14988,40406,6753,3567,4294,5763,25904,16167,1598,238286,5476,1558,20011,3113,6385,9718,2895,2681,1904,44447,12310,15994,3611,21764,14298,8273,10443,13214,2362,12443,46277,3121,4212,1005,11540,4996,7929,8060,1518,3340,8995,4471,827,1020,27404,2677,10817,23988,4739,6357,547,2602,50,289,19773,149,1514,62,2079,291,15175,2494,1246,11069,182,2905,3986,3083,8889,3783,899,2365,1162,865,5522,576,377,3155,1578,24784,1121,2151,359,2230,3960,1051,475,12654,872,268,2495,9594,1388,5009,4555,2717,24116,225,2304,8354,423,720,8818,5147,5391,5512,3058,37559,6040,7692,3616,6724,2903,1351,29975,3214,89323,11651,9540,25144,3641,15811,3546,6263,33016,3614,1100,11241,5753,3535,6957,108152,17216,38364,11259,24952,18239,19824,50119,6233,3251,7380,7010,32161,18825,1538,274677,6631,1826,21984,3402,6959,10877,3303,3035,2013,49803,13062,16313,4015,23494,14245,8630,11936,14034,2377,6563,49143,2959,4355,1279,12432,5389,6689,9867,1685,2708,11866,5487,811,1018,30254,3730,13437,28105
2007M08,3742,5267,177,2226,30,38,16567,69,1515,51,1175,457,12272,1644,765,7633,41,2729,3558,2975,7004,2833,988,785,1071,539,4873,803,330,1188,1270,22785,989,1159,323,1730,2788,814,617,9256,644,166,2007,6059,939,3193,3953,4434,22628,276,1506,7929,315,592,7070,4956,2221,4710,1762,32473,5356,8872,4115,6864,2434,1603,37072,3160,80836,12547,12683,37922,4783,15638,2922,7123,22362,3748,1267,6930,3503,3125,7883,101192,13435,31427,7062,16921,9640,18566,45730,5886,4438,4444,5701,28237,17919,1576,263043,5359,1638,20440,3786,5995,9929,3227,2487,1782,45052,12024,17218,3649,24115,13657,8521,12416,13084,2651,11675,51508,2733,3820,1008,8832,4612,6692,8328,1632,2723,10374,4595,751,938,31787,3161,12183,25346,4524,6040,255,3065,95,118,22232,81,1523,86,1746,734,17049,3233,1515,10795,256,3433,4468,3771,9696,5161,1592,1347,1589,748,6353,902,775,3644,2484,28811,1639,4669,508,3036,4526,962,703,13550,982,477,2824,11965,1458,5184,5200,8918,32664,331,944,10468,337,1081,8880,4199,5495,6150,3055,37840,5169,9172,4773,7088,2156,1590,29453,6826,96024,11438,10000,24671,4014,15625,3290,6609,24892,3417,1167,8347,3886,3682,8008,109315,16102,32025,9295,17938,11666,19542,52251,6598,3648,5420,7861,32959,22115,2136,302919,6347,1877,24140,4039,7407,11686,3756,2925,2431,49828,14277,17963,3837,25898,15444,10075,12605,14573,2732,7333,55125,3222,4785,1305,10382,5839,8474,10166,1891,3094,13230,4983,1019,1634,35448,4777,14706,30727
2007M09,3053,4879,161,1759,31,39,15491,52,920,42,1137,254,12891,1616,849,7133,50,2072,3301,2451,5932,2811,737,1045,895,510,5315,524,266,1172,991,19811,731,1118,297,1515,2674,597,287,8797,438,140,1746,5015,924,3575,3008,4503,24209,150,1194,6217,195,731,6720,4160,2992,5334,1825,27757,3739,7318,3961,5621,2174,1073,27374,2807,71770,9203,8726,27577,3240,14694,2704,5675,19266,2897,859,5864,3218,3206,6084,84899,12481,24797,7594,14666,8720,13875,40489,5361,2730,4339,5176,25176,16372,1601,231262,5569,1370,18972,3440,6332,9220,2819,2659,1702,39888,11833,13713,3361,20433,12690,7407,9238,11631,2206,8332,49080,2174,3702,824,8845,3929,5289,7872,1507,2848,9278,4661,735,790,25663,3450,11787,21366,4112,5736,179,2902,56,71,20203,125,1297,98,1875,496,14970,3050,1429,10028,94,2761,3932,3364,8763,4378,937,1441,1151,702,6658,875,485,1768,1462,26803,1374,2493,535,2421,4041,922,718,14432,1011,252,2517,9052,1122,4231,4359,23383,34977,258,919,43888,351,904,10511,3557,3458,6475,2057,36054,5711,7901,4143,6217,1590,1377,23085,3679,88102,10998,9503,19674,3579,15107,2876,5749,23076,3082,1219,7677,3705,3755,7500,109636,15019,27662,8304,17190,10117,18368,48074,6127,3481,4540,7298,33401,18983,2170,290622,5547,1949,22585,3610,6683,11708,3527,2943,1951,49754,14255,16226,3661,24531,14501,9153,12862,14011,2708,8213,58113,3277,4614,1153,11145,4973,5621,10403,1850,2636,13370,5302,904,1230,31093,4020,13112,25763
2007M10,3326,4752,155,2116,98,54,16749,108,1189,48,2515,222,12515,2391,937,7775,59,2372,3055,2730,6313,2664,875,1950,1031,699,3641,589,264,1427,1286,23376,620,1081,336,1761,2376,655,429,10703,554,146,1825,4910,983,6195,3729,4085,23617,190,783,7977,139,670,7758,4442,5031,4600,2106,30027,4901,7362,4243,5569,2003,1310,26127,3033,80361,11611,8160,21074,3104,13029,2654,7443,21625,3118,902,8483,3051,3620,7820,90562,14061,28117,8490,15448,9847,15667,44088,6291,3085,5049,5913,28716,19242,1677,258404,5379,1533,20783,3099,6650,11392,3040,2455,1971,46856,12137,15659,4050,23391,15492,8535,10738,13142,2526,7369,51007,2615,4365,1100,8724,4751,4439,8557,1632,4198,9400,6360,877,1065,30723,3807,11873,21938,3926,5843,141,2511,39,109,22481,112,1687,66,2204,279,15909,2345,1271,10390,127,3034,4072,3178,8242,3858,1210,973,1341,607,5900,920,558,2620,1765,29421,794,1727,435,2738,3234,1072,499,13244,841,206,3308,7995,1243,3452,4585,8964,31240,351,907,13860,293,957,9124,3904,2726,6479,2121,39663,5140,7772,3735,6349,1604,1615,25849,3886,89780,11374,9891,20791,3749,15933,2794,5369,24542,2861,1056,6746,3922,4041,9429,112943,14675,30060,7650,16850,10297,18286,52355,6492,3751,4810,7733,33435,22516,2079,315706,5749,1985,24510,3585,6719,12472,3822,3440,2028,53328,17419,17321,6111,28452,17850,9701,15575,17097,3322,7665,59699,3879,6098,1113,10877,5122,6219,10564,1900,2622,11288,5285,886,1284,32329,3988,14381,28164
2007M11,3219,5134,177,2017,25,19,16718,118,1064,70,1234,414,11635,1907,882,7595,88,2468,3338,2924,6667,2880,929,897,1816,553,5200,604,261,1209,1141,21261,618,1053,325,1647,2692,726,437,10210,658,146,1891,5548,958,6851,3322,4196,21103,149,705,9184,190,710,6572,3467,7632,4083,3727,30198,5008,7417,4242,5088,1926,1648,26990,3863,75717,9789,7745,17761,2964,12146,2923,6644,19579,2760,869,7270,3232,3478,6334,85539,19466,39338,8607,17460,9458,17488,44187,8848,2949,4486,5862,26296,16518,1613,239342,6274,1382,18087,3536,5861,9528,2732,2729,1859,47853,12738,20786,4362,20865,14368,7703,10474,14078,2424,5979,48003,2676,4201,1003,11710,5767,5094,10236,1754,4518,8809,5682,811,1062,34447,3838,15106,23048,3499,5038,106,2175,22,52,21501,76,1737,61,1812,214,14479,1901,888,9903,86,3034,3569,2868,8667,3406,1210,1069,1369,783,5273,969,563,2392,1842,27629,759,1341,417,2240,2983,1089,339,11764,824,214,2742,6954,1468,2949,4584,4601,30717,257,904,9098,349,812,9499,4085,2329,5183,1792,36711,4780,8050,4001,5990,1469,1293,24405,3144,91764,10686,9046,18629,3674,14065,2571,5365,22871,2583,958,7792,3500,4208,7802,109076,14712,25531,6183,16194,9526,17154,47328,6187,3437,3919,6752,33278,23204,2192,301763,4519,1664,21594,2589,6650,12639,3206,2990,1823,53319,15812,16237,5751,24183,17604,9116,14074,16857,3270,7075,56847,4040,8626,982,12566,5885,5808,7465,1538,2684,10959,4555,690,1313,30218,3440,13752,27033
2007M12,3940,6458,406,4351,361,63,23020,292,1211,85,1518,1260,15615,5007,1472,17081,374,2845,5204,3682,7074,3818,1220,945,2657,521,6731,790,218,2163,1815,21818,637,2538,328,2161,3407,881,784,9925,737,487,2287,5601,2679,5678,3601,3987,23986,314,844,8864,327,765,8264,4923,5039,6176,3894,35352,6263,10118,6030,12206,3728,3241,34289,4801,93646,15925,12814,25049,4801,18317,4593,9976,38036,6858,1008,9961,3385,4384,7281,93490,43702,66832,20605,37838,19776,30394,54016,11849,3563,12708,11203,31331,21352,2182,290589,12143,2265,28999,7129,5962,10286,3559,3006,1718,63101,18455,17203,8417,27157,23081,11924,14445,16069,2954,8631,51719,3293,7181,1857,12717,6248,15994,12823,4800,6114,12565,7370,3029,1379,50461,5375,16739,26351,2524,4231,76,1545,11,44,15299,67,1034,24,1293,84,12264,1219,498,9384,52,2160,2910,2003,6302,2562,709,666,617,527,3684,667,293,1463,1116,20814,537,1143,226,1663,2246,769,203,9513,554,122,1931,5497,1011,1902,3175,2249,21945,169,726,6524,115,576,6513,2393,1775,4729,2670,32456,3550,6574,3001,5200,1083,1038,19235,2426,68312,8885,6182,13918,2581,11031,1864,4280,20258,2147,706,6044,2969,4397,6294,93381,9826,19109,4177,20625,6932,12612,36009,4645,2474,2827,4677,24142,16799,2250,239991,3021,1012,14913,1939,5346,8414,2567,1788,1453,39095,9502,16498,2245,16772,15398,7355,11737,9601,2321,7094,47159,3069,5988,877,8660,4156,5780,5086,1264,1750,7803,2944,2821,772,26906,2899,9741,21937
2008M01,3001,5019,200,2861,40,67,18966,62,1243,44,1484,347,13439,1503,907,8044,139,2500,2942,2401,7070,2980,785,1109,1238,627,4235,699,385,2673,1682,25913,497,2614,351,1785,3786,759,241,10566,1461,97,2200,6510,1147,2566,3947,7017,24446,189,740,8088,221,692,46122,3155,2244,5865,2032,36634,4357,6785,3420,5730,1428,1340,23131,3653,76977,9862,8221,19220,3233,13487,2701,5880,21482,2592,983,6798,3352,4921,7722,103667,14367,30129,6339,18703,13194,16557,47514,5912,3174,6122,6514,28514,18705,1861,261278,5056,1591,20648,3938,6686,10295,3115,2989,2013,44088,12701,15735,4134,23214,13854,9153,12963,13578,2740,8367,54776,2797,6741,1227,9069,4602,6939,7024,1651,2300,9526,4138,663,862,26361,3030,9930,24640,4063,6588,253,3730,494,173,21468,254,2759,193,3234,773,19092,2782,1245,12225,142,3353,6262,3927,9715,5784,1419,1428,1030,707,5954,882,540,3834,2594,33572,1808,2161,1503,2456,3852,1258,652,12743,2450,824,3541,9333,3335,3071,6497,3910,30382,418,922,9910,566,1248,11638,5842,2904,9016,4134,53879,8591,11624,5157,10821,2826,2164,27986,4468,95879,13692,10791,22675,3462,15935,2967,7375,28620,3856,1347,8508,4143,12953,8962,116297,23367,38054,9230,22324,12202,20158,58965,8609,4027,6330,7971,36997,23990,2673,323733,6301,1738,27008,3383,7817,13263,4108,4070,2401,57989,19842,19316,6035,32004,19703,10790,16266,20821,3535,11420,72498,3743,6418,1337,12623,8166,9629,13783,3020,2998,13520,9544,1360,1272,37940,5111,22869,30318
2008M02,3612,5656,107,2110,40,55,17482,45,1369,64,1833,340,12879,1673,951,8272,46,2164,3301,2250,6604,3252,730,748,912,572,5195,687,331,2443,1598,23644,525,3078,328,1864,3976,709,519,11955,1243,215,2739,12875,1068,2360,3212,6126,26966,211,889,8696,196,598,7011,3619,2497,4637,2181,32279,4620,7145,3849,6332,1356,1330,23301,3283,74202,10456,8228,19063,3395,12764,2889,6262,23805,2825,1155,6411,4114,4588,7136,93286,14169,26213,7113,17406,12873,16358,45924,6000,3317,5043,6370,29179,19447,2559,281520,5877,1778,21274,3413,7047,12120,3674,3247,2203,49729,15250,17019,5583,27725,16148,10405,12219,18151,2707,6724,55474,2901,4181,1025,9259,5785,6320,7951,1489,2316,9496,4477,840,875,26767,3001,10988,23558,4523,7172,234,4609,97,217,20712,236,2028,143,4106,1568,16495,3239,1697,11435,180,4560,4829,3411,8954,3881,811,1385,1335,931,10148,876,592,3924,3075,28794,2591,2477,956,3529,2992,1172,346,11603,2270,412,2987,8036,2606,3253,9596,4740,28599,460,1160,7412,617,1180,10698,4610,2806,6619,2903,38227,5691,9070,6613,14626,3877,2866,34725,5506,100737,18118,12219,25819,4964,18537,4411,10795,43686,6663,1503,7763,3691,6523,9336,111246,33253,43692,11267,22530,14046,21010,55592,11607,4326,8716,9248,35498,26131,2637,334651,8319,2487,27487,4599,7689,14098,4878,4550,2635,76662,23419,22249,10420,36970,20487,12898,16146,24259,3068,13454,60094,3830,5327,2041,15643,8473,11301,16702,3265,4286,32041,8463,943,1860,41081,5646,21381,35909
2008M03,3699,5556,193,2078,33,51,17891,83,1417,64,1589,476,14231,2273,1134,9213,26,2233,3328,2484,7098,3327,669,862,1015,593,5251,673,341,1553,988,23010,556,2721,361,1446,3513,776,503,9146,1015,240,2238,9425,1182,2027,3942,15381,26536,402,702,24672,235,1118,7576,3918,2083,4889,2742,29533,4317,8253,3889,5821,1383,1613,23820,3708,82126,10712,9874,19437,3255,13203,2745,6085,23610,3216,1153,7039,4098,4516,7697,103350,14687,27373,7803,18050,13872,16322,48648,6466,3262,5014,7444,29936,18966,2392,279810,6048,1800,24176,3354,6921,12053,3531,3504,2057,51782,16803,15259,6119,26420,17340,10540,13751,21028,3379,6880,59866,3501,5561,1180,10423,5870,5785,9932,1756,2400,11160,5259,821,1119,25912,3313,18458,24187,5144,6904,328,3812,611,288,24031,406,2211,105,3247,841,17483,2938,1441,11064,130,3800,4630,3263,10324,5303,1332,1485,2677,772,7731,1223,861,2363,2177,29856,1145,1618,907,3014,3628,1034,886,12422,2842,432,3714,8002,2610,3009,6046,4109,30602,449,844,7571,317,1208,9163,5282,4192,8051,5007,44072,7939,13836,4331,8718,2403,2123,35117,4783,102208,14215,11383,26117,3967,17844,3316,7467,29942,4225,1693,9187,5136,5670,8949,123576,24070,42192,14431,22735,13748,20092,57977,10910,4678,8047,8572,37187,24665,2728,336642,11508,2756,30201,8024,8035,13898,4592,4129,2537,61320,17679,20144,5544,29892,19469,13323,19619,21713,4338,12821,68526,5295,7410,1698,13869,7759,10928,11746,2364,4857,16147,6190,1004,1366,37023,5591,21231,34516
2008M04,3660,5808,205,1804,32,70,17339,52,1572,58,1179,183,13056,1453,878,8562,31,2021,3791,2537,6958,3193,749,826,884,608,4197,581,327,1804,1806,25654,1196,2077,401,2822,3388,988,283,10126,1244,420,1912,6207,1074,2284,4139,10663,25746,397,705,18148,203,1034,8734,3708,1897,4965,1955,34566,4070,8448,3740,5373,1285,1795,26588,3698,82192,11320,9565,18685,3132,14880,3167,6021,22836,2666,956,6530,3815,3570,7114,98066,17193,29687,9408,18324,9879,17826,49261,6340,3427,5522,7047,31729,18222,2109,278208,6827,1815,24424,3796,6614,11420,3387,3004,1877,52230,14952,16615,5808,25334,15384,9394,14428,18666,3017,10784,58991,3778,5802,1024,11837,6209,8257,11197,1986,2697,9095,6554,844,1052,29414,3555,15370,25346,4812,6987,370,3408,235,123,24797,204,2175,78,1974,318,17142,2781,1113,10689,57,3560,4913,4099,10576,3925,1219,1615,2536,709,8254,1014,606,1920,1839,29854,950,1220,583,2184,3468,1001,571,12607,1862,564,2931,8589,2253,2783,5529,3759,28183,328,888,9205,471,1295,9456,5291,3246,6978,4527,47497,7980,13489,5179,8370,2302,2636,34835,4156,105215,13510,11585,27394,3497,18127,3860,10208,28441,4514,1954,9345,4758,5200,9440,121465,29676,50884,22706,29716,17219,28060,63676,11810,4529,11421,9383,39509,23857,2589,341067,11609,2447,34008,6151,7378,13975,4473,3595,2404,60839,16395,19840,5226,28750,17847,11431,18748,20316,4078,10227,64976,4020,6101,1690,13339,7661,8984,11203,2477,6653,14330,6294,1082,1806,47072,4763,19849,31829
2008M05,3881,6012,143,2407,95,47,18123,73,1768,54,1380,230,13078,1594,1170,8630,30,2611,3532,2436,7699,3379,605,800,1376,668,4341,919,304,1634,1580,23810,501,1054,403,1738,3298,841,371,10002,1481,142,2124,5712,1078,2090,3874,4469,23016,159,762,14995,229,753,8658,3983,1940,4820,2165,32993,4356,8077,4411,6196,1240,1493,28604,3497,84965,9975,9078,19846,3188,13100,3911,7640,22769,3605,1072,6703,3328,3883,7675,97810,17486,27764,8383,17074,9259,16898,48561,7398,3555,5716,6513,30420,19323,1866,276593,5952,1415,21930,3546,6476,9744,2934,3199,1905,48177,14518,16113,4911,23578,14330,9037,13486,16018,3335,8169,53474,4236,5100,976,10055,6245,7294,10016,2298,3216,11829,5476,576,1078,35291,3770,16433,27629,4557,6839,458,3685,112,109,22049,241,1683,76,2409,324,15688,2356,842,10975,73,3345,5363,3544,10588,3759,1015,1244,1760,781,8259,1007,494,1827,1706,39763,970,1774,496,1957,3273,1017,442,12243,1990,231,2821,7044,1596,4812,5154,2971,29367,214,897,8836,436,1070,9458,4707,5470,6558,3054,41998,6902,13290,5064,8205,2055,3087,34822,4081,99306,12901,12377,29899,3267,19581,6218,15460,25792,4411,1291,10846,4116,4234,8984,114308,23619,39680,10666,22638,11527,22652,55573,9032,5304,8397,8647,36050,23065,2472,321340,7799,1941,26572,5460,6709,12706,3993,3265,2193,53913,15431,17837,3876,25754,16087,10083,15598,16197,3088,11886,58620,3330,5207,1364,13432,7038,10730,12219,2596,3603,14376,6470,925,1462,37711,4280,17116,30526
2008M06,4287,5598,103,1927,49,44,16655,73,1938,72,1424,411,14422,1701,946,9163,55,2535,4141,2750,7949,3469,564,823,1330,632,4834,796,321,1233,1390,25708,567,1012,277,1776,3196,1278,256,10783,1373,189,2317,6143,1182,1953,3938,1919,23403,165,625,6685,321,648,7707,4013,2361,4960,1762,33688,4053,10803,3494,5903,1193,1686,25632,3968,86356,10889,9195,22127,3514,13855,5191,12195,23293,3177,1037,6500,3329,3362,7174,106220,16607,29185,8608,16510,10052,16792,50594,7433,3374,5505,6728,33901,19018,1975,285864,6891,1757,23199,3384,6710,11094,3259,3104,1885,50999,14014,15954,4227,24110,16191,9168,12676,15510,3276,8851,51551,3563,5007,956,10212,5862,7283,9512,1570,2560,13804,4846,751,1036,29472,3469,16063,27354,5423,7385,503,3437,71,92,24746,264,1788,114,2761,313,18114,2631,1361,12075,93,4115,6184,3865,10898,4323,1201,1571,2287,845,8464,1892,587,3567,2005,33108,1068,2742,915,2356,4199,1301,555,12958,1830,301,3108,9433,1651,8717,5236,3756,29004,226,1247,7655,429,944,9087,6523,4845,5678,3283,40598,6030,10260,6062,9376,2280,2188,42624,4679,105230,13028,16297,49175,5175,20041,4084,9595,30522,4481,1306,9299,4766,4865,9458,121401,21915,48677,9808,22974,16692,22921,66496,9164,5952,6708,8709,38407,24077,2662,342168,7971,1995,28404,5297,7034,13027,4133,4046,2360,57363,15809,18484,4524,26932,17026,10907,15110,17499,3132,7705,59561,3482,5913,1410,13024,6828,8080,14711,3192,3617,15266,7388,885,1586,40149,5225,20323,33052
2008M07,4200,6582,170,2515,33,47,18945,137,1664,53,1993,715,15702,2077,1126,9100,64,2552,4104,3095,8592,3687,677,1085,1343,693,5793,797,345,1333,1302,27488,949,1144,492,1806,3126,1001,294,11419,1470,214,2585,6632,1128,2743,4414,2645,28205,268,648,6757,233,702,8453,4433,2085,5953,2080,36719,4489,11144,4550,7926,1366,2120,30562,3548,96437,12815,11265,26872,3862,16069,3372,8592,26116,3899,1152,7347,3844,3717,7851,110751,16481,30419,10511,19377,11458,16904,51556,7196,3846,5380,7440,33377,25937,2169,301073,6337,1744,25546,3637,6946,11794,3513,3268,2206,53944,14732,17466,4184,25316,17409,10464,13988,16941,3935,9971,57187,3325,5604,1342,14162,7099,9751,10652,2009,2934,12287,6490,839,1163,32194,3460,15231,29939,5931,7613,286,3674,72,126,24309,417,1793,118,3070,326,17171,2683,1165,13164,174,3971,5132,3696,11512,4139,1156,3973,2926,1059,7345,1294,514,4022,1754,35855,842,2637,556,3062,5229,1515,1067,13804,2100,358,3741,11071,1836,5918,5872,2667,33338,272,2584,8813,455,1228,9321,7064,5749,6678,3071,42666,8358,11482,5580,9911,4798,2010,40398,4571,107734,14486,13265,36896,5485,19169,3766,6520,30203,5068,1390,9696,4486,5699,9114,129211,18768,39413,9254,20357,16484,21082,58382,8588,4864,6209,9159,42764,24140,2499,350187,7881,2015,29863,5077,8139,14095,4471,3616,2259,63902,17009,19575,4746,28397,20860,12010,16168,18231,4188,7864,63492,4146,6150,1824,14810,7016,8746,14252,2461,3400,18341,8612,920,1650,37403,5047,17569,34970
2008M08,4311,5972,165,2312,41,47,18512,283,1654,50,2049,217,14987,1653,973,9585,41,2934,4267,2818,8404,3018,879,853,1459,595,4973,1038,339,1382,1249,25104,508,1132,383,1761,3318,887,325,11238,1788,173,2332,6846,1149,2948,3825,3578,26619,173,1177,7619,228,652,7758,5289,2342,5273,2136,36146,5508,8213,4474,6415,1378,1753,32123,3292,92825,11836,10557,26530,3149,15771,2746,6183,29914,3291,1025,7328,3641,3721,7499,106623,15365,32143,8671,21132,11157,16697,51978,6863,4343,5775,6543,33118,21212,2131,295835,5882,1594,23406,3739,7049,11327,3299,2739,1846,52903,13658,17528,3653,24316,14955,9146,12495,14642,2770,13374,56681,2667,4902,1213,11933,6193,6468,10811,1930,2900,12389,5908,1183,1255,32155,3843,14163,27668,5756,6910,265,3109,29,50,26848,88,2189,83,2750,187,19219,3519,1168,12935,221,3429,4655,4256,12195,5074,1292,1129,2456,957,8228,1149,623,2522,2339,33308,1083,4201,587,2798,5003,1388,639,17916,1955,199,3505,14305,1665,5032,5313,9775,34503,227,1121,10580,235,1043,10992,5688,3888,6617,2288,41766,7609,9931,5298,8339,2871,1884,32502,3788,110664,12303,12146,26287,4446,17642,3286,7082,28957,3965,1287,8858,4073,4358,10103,125093,18629,34812,9448,21178,12642,20184,62415,7905,4661,5828,8709,39716,24915,3054,363749,6839,2070,28178,4336,6716,13531,4369,3369,2220,61617,16949,19046,3941,27808,19497,11305,15297,16656,3597,7942,62086,3782,5174,1642,14151,8059,8192,12984,2255,3093,16390,5803,920,1548,39588,4448,15200,33867
