region;AIC;BIC;HaQ
517;29,7725;32,8803;31,0234
518;27,0354;30,1432;28,2864
519;22,0813;25,1891;23,3322
520;26,6961;29,8039;27,9471
521;25,6212;28,7290;26,8721
522;25,2294;28,3372;26,4804
523;25,3808;28,4886;26,6318
524;30,6944;33,8022;31,9453
525;27,7569;30,8647;29,0078
526;19,7421;22,8499;20,9930
527;21,4028;24,5106;22,6538
528;37,1137;40,2215;38,3646
529;26,1998;29,3076;27,4507
530;27,3657;30,4735;28,6166
531;22,2367;25,3163;23,4763
532;31,0962;34,2040;32,3472
533;24,6295;27,7373;25,8804
534;26,1567;29,2645;27,4077
535;24,1710;27,2788;25,4219
536;20,6305;23,7383;21,8815
537;27,5169;30,6247;28,7679
538;22,9292;26,0370;24,1802
539;31,4901;34,5696;32,7296
540;30,4450;33,5528;31,6960
541;21,5522;24,6600;22,8031
542;28,1904;31,2982;29,4414
543;36,7826;39,8903;38,0335
544;22,4045;25,4840;23,6440
545;28,7466;31,8544;29,9976
546;33,6197;36,7275;34,8706
547;28,7590;31,8668;30,0100
548;30,6287;33,7365;31,8797
549;23,4575;26,5653;24,7084
550;27,6473;30,7268;28,8869
551;27,8686;30,9764;29,1196
552;39,2914;42,3992;40,5423
