Meso,NIV_1995M01,NIV_1995M02,NIV_1995M03,NIV_1995M04,NIV_1995M05,NIV_1995M06,NIV_1995M07,NIV_1995M08,NIV_1995M09,NIV_1995M10,NIV_1995M11,NIV_1995M12,NIV_1996M01,NIV_1996M02,NIV_1996M03,NIV_1996M04,NIV_1996M05,NIV_1996M06,NIV_1996M07,NIV_1996M08,NIV_1996M09,NIV_1996M10,NIV_1996M11,NIV_1996M12,NIV_1997M01,NIV_1997M02,NIV_1997M03,NIV_1997M04,NIV_1997M05,NIV_1997M06,NIV_1997M07,NIV_1997M08,NIV_1997M09,NIV_1997M10,NIV_1997M11,NIV_1997M12,NIV_1998M01,NIV_1998M02,NIV_1998M03,NIV_1998M04,NIV_1998M05,NIV_1998M06,NIV_1998M07,NIV_1998M08,NIV_1998M09,NIV_1998M10,NIV_1998M11,NIV_1998M12,NIV_1999M01,NIV_1999M02,NIV_1999M03,NIV_1999M04,NIV_1999M05,NIV_1999M06,NIV_1999M07,NIV_1999M08,NIV_1999M09,NIV_1999M10,NIV_1999M11,NIV_1999M12,NIV_2000M01,NIV_2000M02,NIV_2000M03,NIV_2000M04,NIV_2000M05,NIV_2000M06,NIV_2000M07,NIV_2000M08,NIV_2000M09,NIV_2000M10,NIV_2000M11,NIV_2000M12,NIV_2001M01,NIV_2001M02,NIV_2001M03,NIV_2001M04,NIV_2001M05,NIV_2001M06,NIV_2001M07,NIV_2001M08,NIV_2001M09,NIV_2001M10,NIV_2001M11,NIV_2001M12,NIV_2002M01,NIV_2002M02,NIV_2002M03,NIV_2002M04,NIV_2002M05,NIV_2002M06,NIV_2002M07,NIV_2002M08,NIV_2002M09,NIV_2002M10,NIV_2002M11,NIV_2002M12,NIV_2003M01,NIV_2003M02,NIV_2003M03,NIV_2003M04,NIV_2003M05,NIV_2003M06,NIV_2003M07,NIV_2003M08,NIV_2003M09,NIV_2003M10,NIV_2003M11,NIV_2003M12,NIV_2004M01,NIV_2004M02,NIV_2004M03,NIV_2004M04,NIV_2004M05,NIV_2004M06,NIV_2004M07,NIV_2004M08,NIV_2004M09,NIV_2004M10,NIV_2004M11,NIV_2004M12,NIV_2005M01,NIV_2005M02,NIV_2005M03,NIV_2005M04,NIV_2005M05,NIV_2005M06,NIV_2005M07,NIV_2005M08,NIV_2005M09,NIV_2005M10,NIV_2005M11,NIV_2005M12,NIV_2006M01,NIV_2006M02,NIV_2006M03,NIV_2006M04,NIV_2006M05,NIV_2006M06,NIV_2006M07,NIV_2006M08,NIV_2006M09,NIV_2006M10,NIV_2006M11,NIV_2006M12,NIV_2007M01,NIV_2007M02,NIV_2007M03,NIV_2007M04,NIV_2007M05,NIV_2007M06,NIV_2007M07,NIV_2007M08,NIV_2007M09,NIV_2007M10,NIV_2007M11,NIV_2007M12,NIV_2008M01,NIV_2008M02,NIV_2008M03,NIV_2008M04,NIV_2008M05,NIV_2008M06,NIV_2008M07,NIV_2008M08,NIV_2008M09,NIV_2008M10,NIV_2008M11,NIV_2008M12,NIV_2009M01,NIV_2009M02,NIV_2009M03,NIV_2009M04,NIV_2009M05,NIV_2009M06,NIV_2009M07,NIV_2009M08,NIV_2009M09,NIV_2009M10,NIV_2009M11,NIV_2009M12,NIV_2010M01,NIV_2010M02,NIV_2010M03,NIV_2010M04,NIV_2010M05,NIV_2010M06,NIV_2010M07,NIV_2010M08,NIV_2010M09,NIV_2010M10,NIV_2010M11,NIV_2010M12,NIV_2011M01,NIV_2011M02,NIV_2011M03,NIV_2011M04,NIV_2011M05,NIV_2011M06,NIV_2011M07,NIV_2011M08,NIV_2011M09,NIV_2011M10,NIV_2011M11,NIV_2011M12,NIV_2012M01,NIV_2012M02,NIV_2012M03,NIV_2012M04,NIV_2012M05,NIV_2012M06,NIV_2012M07,NIV_2012M08,NIV_2012M09,NIV_2012M10,NIV_2012M11,NIV_2012M12,NIV_2013M01,NIV_2013M02,NIV_2013M03,NIV_2013M04,NIV_2013M05,NIV_2013M06,NIV_2013M07,NIV_2013M08,NIV_2013M09,NIV_2013M10,NIV_2013M11,NIV_2013M12,NIV_2014M01,NIV_2014M02,NIV_2014M03,NIV_2014M04,NIV_2014M05,NIV_2014M06,NIV_2014M07,NIV_2014M08,NIV_2014M09,NIV_2014M10,NIV_2014M11,NIV_2014M12,NIV_2015M01,NIV_2015M02,NIV_2015M03,NIV_2015M04,NIV_2015M05,NIV_2015M06,NIV_2015M07,NIV_2015M08,NIV_2015M09,NIV_2015M10,NIV_2015M11,NIV_2015M12,NIV_2016M01,NIV_2016M02,NIV_2016M03,NIV_2016M04,NIV_2016M05,NIV_2016M06,NIV_2016M07,NIV_2016M08,NIV_2016M09,NIV_2016M10,NIV_2016M11,NIV_2016M12,NIV_2017M01,NIV_2017M02,NIV_2017M03,NIV_2017M04,NIV_2017M05,NIV_2017M06,NIV_2017M07,NIV_2017M08,NIV_2017M09,NIV_2017M10,NIV_2017M11,NIV_2017M12,NIV_2018M01,NIV_2018M02,NIV_2018M03,NIV_2018M04,NIV_2018M05,NIV_2018M06,NIV_2018M07,NIV_2018M08,NIV_2018M09,NIV_2018M10,NIV_2018M11,NIV_2018M12
5101,35926,36801,37837,38501,38951,39223,39062,39030,38788,38703,37100,35722,36070,36742,37653,38788,39472,40814,41113,41377,41770,41505,41096,38693,39746,40940,43129,44426,45655,46869,48297,49684,50617,50236,50375,48051,48666,49828,52520,52599,53240,54124,55123,55916,56411,56344,56171,52663,53378,55179,56476,57754,60279,62085,63250,64086,65038,65925,65656,62429,63549,65800,67988,69551,70421,73387,74529,75339,75089,75065,74490,71064,74219,78330,81974,82219,83496,85824,87092,88446,88681,88914,88306,83628,86983,91940,95829,96974,97755,99715,100599,101563,102183,102036,102106,96287,99986,106699,109952,110892,111939,114911,116325,118401,120631,122020,120711,112021,117467,123806,128867,130681,133660,137866,141740,143965,145787,146617,143401,132307,138611,145654,149654,150390,150172,150191,148936,149267,149660,150415,146721,137014,141650,148254,150540,148220,146309,147694,149406,150978,153377,155355,153466,145686,152065,160091,162017,162643,164427,168401,170208,172046,174577,176584,173813,166076,172835,181586,183400,183406,185609,190808,194408,196581,198724,198321,194989,181463,190940,200085,201614,200287,201337,204829,208499,210587,213037,214749,211705,201388,209043,217718,217863,218232,218949,222377,224149,225618,226469,227402,226537,215352,222342,232176,232343,230809,232593,239102,241448,242773,243499,245579,244164,233659,241633,250193,249888,251206,253830,260027,263665,264813,267196,268530,265894,250465,264898,272845,272773,273679,275728,281111,283426,285525,287300,287505,284465,273775,283531,290912,289056,289661,291425,294547,297384,297827,299359,299048,294392,281257,288199,294487,293301,292136,292898,296428,298154,297553,298669,297560,294571,284167,293525,300289,298079,296822,296747,298984,300781,299300,300341,299207,294553,278981,291991,297620,294955,295259,297133,300817,304748,305746,307052,308826,306534,296978,306400,311346,309308,310057,312143,315983,319780,321833,323985,324897,323819,312658
5102,10668,10937,11207,11185,11300,11696,11832,11887,11600,11621,11534,11306,11773,12232,12428,12712,13344,13454,13550,13592,12921,12917,12990,12286,12780,13382,13655,13751,13892,14402,14367,14392,13824,13239,13829,13564,13587,14563,15091,15266,16119,16026,15820,15909,15466,15426,15430,14619,15020,15474,15956,16429,16921,17115,17246,17458,16908,16943,16799,16284,16848,17687,17956,18101,18839,19286,19272,19604,19550,18416,19084,18172,18957,20100,20545,21243,21476,21857,21922,21426,21676,21776,21595,20475,21530,22275,23124,23855,24435,24854,25169,25352,25431,25056,25335,24358,25323,26590,27143,27762,28234,28839,29419,29753,29590,29954,29953,28180,29557,30901,31417,31775,32976,33913,34361,35470,35099,35418,34876,32563,34518,36511,37933,38374,38848,39244,39583,39466,39634,39976,39314,36181,37975,39933,41094,41333,41218,41085,41319,41612,41875,42018,41653,38914,41271,42902,44210,44587,45317,46306,46473,46732,47075,47343,47127,43591,44960,46736,47344,47835,48133,49755,50207,50532,50791,50694,50309,46687,48334,49688,50227,49991,50101,50407,50623,51072,51408,52164,52078,49342,51056,52656,53204,52964,53240,53584,53717,53814,54118,54619,54674,51129,53136,55110,55549,55736,56733,57765,58011,58656,59050,59181,58997,55777,57303,59131,59699,59781,60207,61033,61109,61921,62636,62840,62598,59430,61664,63762,64593,64427,64990,65899,66248,66882,67435,67781,67628,64884,66940,68811,68836,68765,68703,69338,69699,70234,70823,71015,70812,67486,69276,71384,71668,71129,71117,71513,71999,72114,72449,72616,72316,68952,70939,73330,73361,72655,72494,72935,72862,72898,73330,73624,73070,69678,72338,74242,74421,73804,73844,74753,75661,76059,76472,76838,76411,73410,75633,78068,78394,78342,78420,78830,79210,79409,79997,80500,80250,77167
5103,19243,19189,19808,21830,23361,25467,25729,25781,25546,24139,20139,18552,19125,19765,21124,24364,27243,28137,26423,26722,26175,24769,21877,20964,21091,21210,23431,27951,28465,28440,27796,28046,27966,27835,25782,22516,23209,23175,23599,26286,32062,32950,31007,31002,31090,28115,24614,23801,24014,24430,26113,28231,31029,31143,31060,31030,31016,28766,27899,27195,27575,28636,31072,32835,36456,36754,36932,36785,36241,35255,33390,32082,32739,33652,37332,39061,41862,42842,41016,41421,41600,39772,35646,36462,36908,37882,41870,46106,47562,46464,45943,45613,45212,43030,40780,39020,40150,41846,43026,46850,48140,48280,48588,48983,49166,49356,46782,44934,45975,47010,48051,49269,53099,53785,54318,54791,55041,54442,51318,48534,49697,51011,53048,56256,59319,59634,59785,60097,60107,56986,55206,52938,54197,56904,60612,64046,66048,66394,66784,67259,67530,66860,63129,59004,60398,60977,66049,72192,73130,72474,71842,72213,72001,70425,68591,64227,64925,66895,69352,73308,73695,74752,75218,75411,75511,75263,72442,68054,68775,68779,70431,73488,74823,75119,75374,76265,76651,76601,75874,71149,72023,73855,75303,78129,79479,79901,80314,81068,80920,80859,78265,76095,76847,78172,79867,82637,83210,83710,83890,84477,85134,83544,82131,79878,80927,82673,84164,87007,88245,89033,89483,89267,89736,89923,88572,85134,87051,88289,89123,91165,91930,92480,92522,92923,94021,94633,92851,89372,89665,91038,91391,93785,94383,93971,94284,94821,93939,94386,94136,89559,90052,91768,92573,94181,93966,93721,93596,93624,93696,93189,91388,88318,88721,89634,90008,91381,91675,92116,92336,92380,92362,91844,90636,87168,88199,89485,89850,91450,92360,92303,93324,93620,93735,93483,92220,89963,90740,92079,92680,94427,95576,95652,95871,96067,96242,96526,95495,93500
5104,144302,145641,146324,147092,143572,143066,143592,143781,143087,142266,141816,139978,140797,141947,143149,143917,144901,144798,145442,145138,145846,145143,145100,143237,144804,146501,148303,150850,151966,153218,154081,156819,157260,158064,159470,155921,156663,158572,159680,160957,162212,163259,163233,169290,170035,169452,164600,164956,166459,168975,169372,170345,170899,171657,172251,173303,174077,174234,174075,170212,177796,181794,183041,185208,187350,189060,190507,191475,191997,192673,193562,188781,191274,195906,196705,197964,198589,199043,200193,200755,201758,201880,204283,201309,202736,205435,207625,211047,213159,214289,214479,215344,216111,215712,214602,211870,216021,221893,223750,225637,228264,229250,229292,229126,228503,227615,227841,220133,224431,236240,238612,241103,243007,245486,248344,251844,253358,254498,255498,240817,247670,261213,265108,269108,270921,272543,273542,274642,274559,275530,274754,268306,271789,284796,288069,291023,292090,293497,293518,294953,294943,294806,294736,288825,292596,307790,313263,318443,320923,321956,324827,327683,331775,333663,335813,331051,335045,357590,362577,367812,370359,371821,377875,381876,384582,386058,385054,352229,354376,381568,387428,392199,393840,393679,399310,402094,404197,405100,405207,364824,370430,389507,393714,398543,401368,401684,404206,407054,408264,408682,410268,385290,395412,426841,430636,437477,439714,443011,444845,448427,451893,452923,452258,410800,417900,443965,449279,457097,459581,462044,463243,468038,470344,470891,470577,426199,448524,464963,471666,475645,479421,481927,482992,484322,486402,489113,489020,448358,464189,479562,485087,490863,493580,492740,494080,495647,495416,495958,495876,456055,459400,489362,493356,495250,495998,497012,496969,497456,497485,495850,494534,453273,458347,485793,491459,493774,492387,489949,491058,494247,493004,490963,488762,445762,450646,463457,482349,488947,491259,490727,491832,495924,497183,495837,495371,452478,457140,488821,494886,498933,499424,498442,499051,500053,500368,499681,500396,464971
5105,27224,27968,28390,28497,29223,29014,28533,28009,27180,27215,27441,26876,27258,27776,28449,28597,30079,30578,30686,30435,29003,29495,29624,29015,29471,30195,31435,32658,34632,32637,32670,32977,33242,32298,32478,31478,32193,32900,33721,34156,35433,35923,36082,36273,36314,35161,34979,33977,34295,35185,36253,36595,38007,38756,38847,38989,37021,37173,37484,36813,37415,39003,40536,40984,42413,44201,44753,44771,43035,43336,43430,42155,44615,46933,48789,48707,50384,52449,53028,53337,52916,53168,52239,50171,52719,53912,56247,57056,57390,59147,59984,59929,59129,58430,58090,56684,59579,61302,62658,62528,62785,65243,66357,66724,66990,66697,65724,64122,68965,72562,74533,75557,76952,79721,81700,81462,81172,80251,77544,73902,78724,83068,83848,83545,81751,82868,83135,83372,83118,81856,80547,76698,80805,84580,84821,84266,82657,84256,85283,85286,85331,83767,82494,79697,85465,89196,87882,87883,88126,91411,92427,92815,93456,92381,91254,86828,92234,96220,97151,96891,97885,100427,102549,102444,103222,103492,101479,94533,99170,103857,104577,103471,103942,106085,108053,107811,109127,109332,108194,101382,107052,110686,111280,112018,111974,114011,115809,116003,116007,115196,114329,108291,113063,119222,119312,119515,120738,123615,125791,125670,126037,126902,125054,120197,124150,127517,128175,128764,129008,130984,133458,133911,134517,134032,132127,126250,132013,135786,136716,137803,138059,140044,143559,144756,144763,144776,143986,138364,144752,148279,147878,147811,148115,148625,150939,151547,151710,151033,149076,142671,146084,148995,149116,148645,148305,149310,151392,151705,151579,150652,148356,143244,146626,149215,149553,149374,149151,149423,150714,150969,149927,149196,146543,142597,146647,149824,149883,150265,150339,152577,154440,155372,155058,153840,152109,148674,151407,154678,154374,154508,154086,155878,157451,159623,159904,159748,158328,154357
5201,9720,9987,10069,10071,10092,10178,10316,10404,10578,10612,10671,10548,10653,10715,10779,10759,10885,11024,11143,11168,11184,11141,11203,11053,11483,11827,11943,11997,12175,12335,12267,12382,12548,12704,12742,12463,12654,12762,12914,13218,13386,13529,13695,13846,13749,13771,13728,13524,13783,13898,13962,14125,14253,14314,14410,14521,14551,14618,14690,14647,14881,15015,15118,15317,15490,15991,16233,16591,16825,16874,16950,16804,17376,17921,18090,18371,18604,18693,18836,18934,19046,19133,19154,19036,19536,20162,20311,20428,20607,20724,20785,20558,20568,20565,20502,20406,20628,20796,20929,21148,21419,21367,21506,21725,21936,22071,22149,21873,22209,22682,22987,23140,23343,23596,23617,23894,23889,23869,23946,23214,24460,25158,25537,25939,26328,26615,26992,27443,27823,27220,27854,27658,27873,28302,28626,28727,28867,29140,29391,29295,29458,29368,29357,28911,29005,29117,29294,29662,30231,30396,30380,30648,30817,30826,30705,30497,31194,31297,31480,31718,32067,32201,32282,32019,32123,31983,31765,30840,32267,33450,33843,34324,34438,34699,34938,35202,35408,35362,35272,35029,35361,35574,35879,36149,36512,36712,36831,37087,37230,37428,37318,37060,37511,37704,37759,38029,38329,38583,38893,38978,39414,39685,39849,39575,40052,40713,40980,41252,41534,41890,42115,42259,42348,41879,41846,40467,42545,43530,43772,44469,44781,45259,45354,45542,45714,45649,45735,45325,45943,46619,46978,47160,47458,47636,47663,48180,48437,48475,48470,47531,47623,47953,48119,48153,48314,48427,48566,49015,49161,49310,49364,48423,48775,49257,49121,49593,49654,49857,50362,50591,50101,49713,49198,46923,48977,50099,50226,50471,50913,51117,51467,51617,52097,52028,51760,50783,51186,51645,51817,51962,52151,52189,52354,52430,52649,52677,52650,51637
5202,15046,15102,15088,14983,15407,15524,15675,15875,16155,16359,16437,16309,16684,17013,17306,17896,18581,18811,18815,18918,18886,18580,18274,17473,17850,17949,18086,18167,18076,18283,18733,19163,19516,19176,19414,18175,18420,18362,18188,18115,18273,18203,18312,18306,18215,17891,17598,17210,17289,17408,17423,17565,17693,17740,17825,18376,18535,18661,18629,18485,18690,19208,19608,20188,20670,20860,21127,21364,21541,21617,21452,20993,21586,21989,22426,22722,22934,23214,23474,23552,23645,23445,23292,22482,22846,23069,23551,23689,23775,24345,24150,23959,24011,24042,23899,23313,24052,24300,24630,24873,25408,25595,25667,25856,26275,26438,26267,25946,26230,26444,26549,26717,26889,27189,27575,27763,28043,28135,28117,27292,29461,30054,30708,31205,31804,32357,32393,32327,32348,32479,32422,31416,31464,32138,32303,32597,32801,32810,33170,33164,33623,33336,33610,32861,33179,33429,33769,34137,34819,35241,35239,35935,36375,36594,36845,36238,36648,37633,37880,38634,39018,39568,40055,40348,40684,40527,39985,37545,38640,39715,40303,40820,42053,42222,42317,42975,43392,43146,43196,42261,42697,43833,44318,44721,45411,45990,46709,47351,47454,47417,47088,45453,45511,46518,46881,47189,47248,47444,47597,47506,47329,47254,46946,45779,46552,47014,47411,47688,48006,48505,48140,48290,48115,47501,47135,45681,47405,48567,49381,50302,50720,51034,51039,51420,51645,51342,51232,50300,50711,51751,51957,52210,52172,52387,52536,53392,53864,53617,53651,52567,52894,52942,53394,53412,53359,53601,53248,53645,53775,53225,52673,51907,51976,52395,52035,52059,51524,51219,51197,51178,51535,50974,50711,49438,51120,52472,53300,53032,53052,52852,53006,53205,53632,53224,52681,51597,52429,52929,53368,53552,53706,53456,53631,54263,54907,54781,54573,53556
5203,373352,377149,379289,381442,383894,383664,383971,383026,381380,380860,378724,374544,377606,379708,382831,386905,390893,393816,396563,399079,401206,401974,400563,394635,400653,403537,409201,415142,420963,425866,429509,433796,436747,437032,435733,428939,434810,439498,442235,447327,452987,456831,460479,464847,467747,467003,462974,453929,459146,459483,461299,462926,468678,471310,473766,481464,483146,482634,483087,477579,482791,486315,490407,496821,500913,507074,511244,515688,520130,519753,521432,514171,523257,530122,533690,540885,546214,547417,549816,552831,555409,556557,555540,550745,556405,565562,570672,577435,582027,583853,586191,590076,595029,595320,594042,584420,594061,603054,606902,612275,616575,617935,618983,624793,629434,631571,627395,618752,627095,632561,639585,648205,656494,661513,663758,669462,673462,673694,672470,649233,662211,675405,681315,692559,701175,706708,712000,720610,725991,725509,726423,716813,729445,736076,740281,747054,754166,758147,761981,768263,772712,774864,771004,755009,769586,776663,782236,791925,802095,806970,809820,813481,818911,820517,816288,792733,804312,818626,829737,847395,849815,860492,865701,873134,880241,880352,877926,854538,863979,870924,875694,891169,897782,900191,900015,912765,920229,926010,926372,909906,928408,938796,951878,971625,980165,985064,991780,1001156,1004011,1004496,1008927,992123,1004320,1017734,1026037,1038533,1046707,1053335,1055640,1059974,1066583,1065139,1062405,1037705,1055114,1065219,1076976,1092112,1097761,1100433,1103244,1110892,1115673,1117084,1116515,1095449,1115265,1128959,1139562,1156530,1161036,1164791,1167884,1175173,1183007,1181666,1180717,1163290,1178797,1192832,1196664,1210599,1218075,1223756,1227195,1233298,1235862,1235087,1232991,1187140,1198031,1204685,1211791,1215077,1214444,1214192,1212778,1215486,1212771,1205907,1199724,1180033,1191365,1196113,1198865,1203827,1203612,1206268,1203763,1207653,1204247,1196081,1189908,1169800,1187554,1194244,1196896,1203863,1210285,1216279,1217805,1224752,1225829,1227889,1224276,1212560,1224621,1229451,1231267,1237907,1238240,1239937,1241627,1248380,1250774,1248454,1247151,1231651
5204,22101,22380,22836,23096,23429,23394,23172,23445,23623,23903,23891,23638,24129,24548,24912,25627,26049,26359,26678,26963,27439,27657,27934,27385,27646,28059,28666,29269,29841,30049,30175,30547,30949,31688,31790,30938,31903,32654,33475,34257,35068,35372,36070,36861,37148,37054,36764,36139,36783,37134,38031,38658,38570,38858,40158,40991,41332,41403,41171,40808,41774,42531,43463,44178,44263,44854,45365,46131,46458,46978,46835,45745,46728,48023,49326,50961,51096,51774,52427,52998,52925,52189,51891,51353,53015,54212,56058,56659,57471,58022,58896,59181,59957,59593,59527,58781,59599,61617,62414,62638,63293,64579,64524,65864,65872,66249,65196,64247,65262,66689,68014,68732,69233,70198,71576,72418,72962,72749,72286,70574,72546,73212,75079,76732,77485,78332,79165,80172,80535,80483,80145,78529,80334,81910,83427,84570,85023,85859,86664,87638,87795,88021,87161,83915,85770,87307,89630,90831,92007,93424,94477,96093,96663,96844,96446,93970,96051,98696,100974,102182,102692,104448,106035,106640,106833,106253,105142,101291,104054,107279,109770,110747,112053,113577,116005,117128,117503,117337,117202,113599,115089,118694,122258,124291,126339,127384,129230,130230,130448,131021,130510,125766,128119,132560,135196,137402,139530,140449,142230,142783,143253,142739,141469,135055,137072,140351,142705,144988,146858,149183,150276,150470,150762,150082,149281,142477,146450,148679,151769,155630,157105,159866,160434,161616,161905,161512,159939,154466,158376,160717,162289,164155,162672,163225,166465,167896,168001,167264,166119,159737,162267,164303,166868,168487,169539,170261,170633,171421,171773,170813,168704,164655,167782,170549,172458,174379,174924,176320,177312,178386,177680,175202,173544,166846,172097,174719,179431,182364,183581,184605,185891,188247,187015,186095,185188,180965,182079,183699,186612,187877,188887,189682,191335,193141,192339,191835,189150,182377
5205,86081,87663,90289,91483,92627,92558,92624,91432,90888,88422,87527,85949,86643,88238,89555,92670,94654,95066,95971,95576,96293,96532,93982,90017,91989,95436,97422,100557,103071,104325,105661,105876,104069,106392,103976,100004,101094,103790,106799,109343,110673,111605,112057,112681,113094,112923,112478,106499,107429,109051,112270,115554,116664,118019,118787,119913,120778,118153,117935,116933,118594,122511,126402,128856,131656,132753,133663,134967,134978,132427,131969,127882,134137,140452,142959,147042,149075,151035,151955,153687,155413,156170,151613,149815,154204,157675,161005,164985,166823,168949,169496,170314,170581,170812,166889,164867,168352,173652,177184,180954,183618,185175,186406,187614,189356,191990,190822,183251,186386,190617,194697,199447,202611,204262,207342,208040,208893,209846,208449,197883,202566,209574,213066,215781,217849,220074,222198,222911,223087,223786,220713,215139,221498,227411,230469,231686,229577,230076,233094,234005,234710,236690,236625,227513,237835,246370,251115,252120,256270,260317,262937,265460,266785,269293,267939,260941,273880,284273,287046,291525,292208,296468,298806,299843,300958,299707,297795,278781,286557,285762,302000,306807,308776,312662,315207,315675,315767,316065,314883,299921,306171,314458,317912,321628,325658,328131,329053,330488,330797,331540,329173,317590,329141,337704,340974,346408,350885,355454,357867,359001,360678,360057,353618,346126,353333,361862,366660,371612,376112,379376,382086,383131,383840,382042,375888,358512,370117,382577,386877,393608,398500,402323,404330,405085,406275,406352,401183,388738,397481,405633,406769,409652,413092,414948,415185,415217,414751,413719,411653,400669,406949,410135,411825,413078,414103,415121,414922,414045,413418,412202,408564,398349,404758,408171,410842,413118,414677,415319,414295,413286,413042,408005,402213,391952,404401,411662,414498,417540,421607,422620,422755,423146,422835,422557,419908,411677,419119,423644,423873,428991,429787,429734,431014,431055,431915,431397,429049,419774
5301,636004,640247,634833,631899,632055,632214,633247,632375,630974,632212,631303,629158,636726,637517,632211,632807,633306,635457,636311,636579,637941,635635,634827,631738,635765,643316,648919,655785,659625,661495,662937,664078,667998,670884,672890,668259,674964,684226,689147,693831,698782,701723,705545,709810,713001,713556,713202,705863,709039,711052,715045,722293,728496,732946,734941,739532,741844,746148,749481,747770,752886,761935,770821,777240,781115,785002,788951,793771,796181,796671,798336,791798,797075,804941,813698,820594,823723,826240,828070,830019,831539,834399,837826,829520,834857,841688,848781,855685,858779,862859,865526,869983,873106,875007,875996,872993,925881,930123,935436,941966,945178,946125,947274,952346,955152,959160,961810,955426,968995,974686,980491,986170,990872,996821,1002198,1007675,1012200,1017791,1021279,1013912,1025992,1030794,1036408,1045847,1051012,1055328,1060358,1065981,1071737,1077754,1080973,1072525,1077361,1087394,1097292,1103955,1106967,1110365,1116894,1120741,1124192,1127257,1127465,1110621,1114665,1121220,1127115,1130327,1129559,1135337,1139454,1144835,1149232,1155458,1159443,1155029,1160707,1173058,1183387,1189870,1192767,1198465,1203496,1209695,1215408,1219916,1223698,1212195,1218949,1233128,1243773,1252252,1254056,1256229,1263530,1271177,1276077,1281580,1289207,1275210,1285646,1300693,1309719,1319716,1325677,1331155,1334374,1339692,1348459,1353773,1358522,1335409,1346529,1361761,1367542,1379479,1381011,1386472,1392163,1399947,1403819,1407411,1411111,1392537,1403395,1418873,1423876,1433872,1437077,1443705,1446323,1455064,1457369,1460154,1461208,1446232,1457094,1477754,1535113,1545189,1547993,1551290,1555922,1567019,1572451,1575663,1576977,1558381,1565787,1587261,1647999,1658400,1662012,1667221,1670071,1682616,1687734,1689022,1690566,1670502,1659217,1645743,1672736,1677292,1677693,1677842,1678271,1682278,1682892,1677387,1675213,1653797,1641661,1635617,1688177,1688222,1684267,1679049,1676088,1674769,1674608,1668412,1665817,1648123,1642246,1657700,1703620,1707794,1708554,1707827,1709046,1717687,1718454,1719906,1719917,1701571,1711311,1724552,1726012,1733607,1737679,1739533,1741674,1747035,1750109,1750402,1752261,1729396
