Meso,NIV_1995M01,NIV_1995M02,NIV_1995M03,NIV_1995M04,NIV_1995M05,NIV_1995M06,NIV_1995M07,NIV_1995M08,NIV_1995M09,NIV_1995M10,NIV_1995M11,NIV_1995M12,NIV_1996M01,NIV_1996M02,NIV_1996M03,NIV_1996M04,NIV_1996M05,NIV_1996M06,NIV_1996M07,NIV_1996M08,NIV_1996M09,NIV_1996M10,NIV_1996M11,NIV_1996M12,NIV_1997M01,NIV_1997M02,NIV_1997M03,NIV_1997M04,NIV_1997M05,NIV_1997M06,NIV_1997M07,NIV_1997M08,NIV_1997M09,NIV_1997M10,NIV_1997M11,NIV_1997M12,NIV_1998M01,NIV_1998M02,NIV_1998M03,NIV_1998M04,NIV_1998M05,NIV_1998M06,NIV_1998M07,NIV_1998M08,NIV_1998M09,NIV_1998M10,NIV_1998M11,NIV_1998M12,NIV_1999M01,NIV_1999M02,NIV_1999M03,NIV_1999M04,NIV_1999M05,NIV_1999M06,NIV_1999M07,NIV_1999M08,NIV_1999M09,NIV_1999M10,NIV_1999M11,NIV_1999M12,NIV_2000M01,NIV_2000M02,NIV_2000M03,NIV_2000M04,NIV_2000M05,NIV_2000M06,NIV_2000M07,NIV_2000M08,NIV_2000M09,NIV_2000M10,NIV_2000M11,NIV_2000M12,NIV_2001M01,NIV_2001M02,NIV_2001M03,NIV_2001M04,NIV_2001M05,NIV_2001M06,NIV_2001M07,NIV_2001M08,NIV_2001M09,NIV_2001M10,NIV_2001M11,NIV_2001M12,NIV_2002M01,NIV_2002M02,NIV_2002M03,NIV_2002M04,NIV_2002M05,NIV_2002M06,NIV_2002M07,NIV_2002M08,NIV_2002M09,NIV_2002M10,NIV_2002M11,NIV_2002M12,NIV_2003M01,NIV_2003M02,NIV_2003M03,NIV_2003M04,NIV_2003M05,NIV_2003M06,NIV_2003M07,NIV_2003M08,NIV_2003M09,NIV_2003M10,NIV_2003M11,NIV_2003M12,NIV_2004M01,NIV_2004M02,NIV_2004M03,NIV_2004M04,NIV_2004M05,NIV_2004M06,NIV_2004M07,NIV_2004M08,NIV_2004M09,NIV_2004M10,NIV_2004M11,NIV_2004M12,NIV_2005M01,NIV_2005M02,NIV_2005M03,NIV_2005M04,NIV_2005M05,NIV_2005M06,NIV_2005M07,NIV_2005M08,NIV_2005M09,NIV_2005M10,NIV_2005M11,NIV_2005M12,NIV_2006M01,NIV_2006M02,NIV_2006M03,NIV_2006M04,NIV_2006M05,NIV_2006M06,NIV_2006M07,NIV_2006M08,NIV_2006M09,NIV_2006M10,NIV_2006M11,NIV_2006M12,NIV_2007M01,NIV_2007M02,NIV_2007M03,NIV_2007M04,NIV_2007M05,NIV_2007M06,NIV_2007M07,NIV_2007M08,NIV_2007M09,NIV_2007M10,NIV_2007M11,NIV_2007M12,NIV_2008M01,NIV_2008M02,NIV_2008M03,NIV_2008M04,NIV_2008M05,NIV_2008M06,NIV_2008M07,NIV_2008M08,NIV_2008M09,NIV_2008M10,NIV_2008M11,NIV_2008M12,NIV_2009M01,NIV_2009M02,NIV_2009M03,NIV_2009M04,NIV_2009M05,NIV_2009M06,NIV_2009M07,NIV_2009M08,NIV_2009M09,NIV_2009M10,NIV_2009M11,NIV_2009M12,NIV_2010M01,NIV_2010M02,NIV_2010M03,NIV_2010M04,NIV_2010M05,NIV_2010M06,NIV_2010M07,NIV_2010M08,NIV_2010M09,NIV_2010M10,NIV_2010M11,NIV_2010M12,NIV_2011M01,NIV_2011M02,NIV_2011M03,NIV_2011M04,NIV_2011M05,NIV_2011M06,NIV_2011M07,NIV_2011M08,NIV_2011M09,NIV_2011M10,NIV_2011M11,NIV_2011M12,NIV_2012M01,NIV_2012M02,NIV_2012M03,NIV_2012M04,NIV_2012M05,NIV_2012M06,NIV_2012M07,NIV_2012M08,NIV_2012M09,NIV_2012M10,NIV_2012M11,NIV_2012M12,NIV_2013M01,NIV_2013M02,NIV_2013M03,NIV_2013M04,NIV_2013M05,NIV_2013M06,NIV_2013M07,NIV_2013M08,NIV_2013M09,NIV_2013M10,NIV_2013M11,NIV_2013M12,NIV_2014M01,NIV_2014M02,NIV_2014M03,NIV_2014M04,NIV_2014M05,NIV_2014M06,NIV_2014M07,NIV_2014M08,NIV_2014M09,NIV_2014M10,NIV_2014M11,NIV_2014M12,NIV_2015M01,NIV_2015M02,NIV_2015M03,NIV_2015M04,NIV_2015M05,NIV_2015M06,NIV_2015M07,NIV_2015M08,NIV_2015M09,NIV_2015M10,NIV_2015M11,NIV_2015M12,NIV_2016M01,NIV_2016M02,NIV_2016M03,NIV_2016M04,NIV_2016M05,NIV_2016M06,NIV_2016M07,NIV_2016M08,NIV_2016M09,NIV_2016M10,NIV_2016M11,NIV_2016M12,NIV_2017M01,NIV_2017M02,NIV_2017M03,NIV_2017M04,NIV_2017M05,NIV_2017M06,NIV_2017M07,NIV_2017M08,NIV_2017M09,NIV_2017M10,NIV_2017M11,NIV_2017M12,NIV_2018M01,NIV_2018M02,NIV_2018M03,NIV_2018M04,NIV_2018M05,NIV_2018M06,NIV_2018M07,NIV_2018M08,NIV_2018M09,NIV_2018M10,NIV_2018M11,NIV_2018M12
3202,46106,46879,47908,47469,49371,51134,51512,51653,50814,50248,49147,48334,48972,49136,50159,50427,52530,53097,52938,53137,53463,53125,52981,49313,51119,51588,53853,59910,63152,64150,64063,63288,56461,56246,56031,51150,51903,53041,54281,54624,56225,56959,57898,57712,56465,55456,55766,53529,53938,53724,54171,55305,57282,58289,59606,60121,60484,60465,59749,58263,59374,60828,61220,62909,67016,68247,68717,69273,69374,69834,69334,65913,67944,69161,70487,74587,78682,77947,78722,80070,80192,78909,79271,77855,78952,80215,81359,84742,87568,86284,85158,85457,85561,85460,84969,81878,82306,84135,85727,88626,89780,88506,87994,87359,87329,86689,87182,84914,87020,88327,91540,95387,99274,96811,96747,98136,99986,98651,98673,92992,95265,97491,99920,104336,109175,108239,106976,108425,108704,110020,109305,103306,104968,108514,110563,116095,121522,117625,117008,116529,116298,115847,115745,110219,112381,116885,119949,128151,131518,127871,127922,127408,127482,125408,124129,118433,119928,124461,125843,130030,137850,135250,133178,134077,135103,134634,133191,123818,124442,128213,129358,132978,140358,135383,134439,135581,137510,138648,139409,134959,137665,141951,143997,147956,151578,148561,146647,146628,146892,146507,145869,138453,139624,144501,144894,148929,157037,151986,150955,149437,149600,149410,149091,143748,145518,149194,150973,156877,161223,156109,155681,154739,154824,154424,153950,146039,148855,152987,154786,161294,162634,160388,159028,159369,160365,160831,161243,156169,157968,162247,162218,165982,170915,166475,165817,165403,165910,166068,166376,162252,164374,166673,166442,169433,171477,167927,165767,163416,163387,163617,162313,155384,156153,159560,159159,160194,163061,159652,158799,157410,156527,156241,155340,148642,152477,155208,156299,158723,162408,161585,160481,159363,159145,159560,159162,153385,156126,160174,161819,163289,168063,166818,164571,163859,163086,163862,164476,159268
3203,279408,282022,282575,283752,284692,284957,286077,285919,285748,287548,287899,286195,289804,291559,292572,294359,295626,296437,298062,299265,301973,302886,301717,299203,303467,305145,307955,311032,313170,316152,317764,318018,318417,318760,317644,312108,317192,318808,318317,320840,321505,321368,322402,323813,325277,325510,323939,318439,322203,322843,323253,324265,324852,326441,328279,330247,331589,334158,335708,334108,339157,343148,343670,346014,348116,350832,352392,353654,356182,358069,359436,353226,359121,375270,376652,379365,381348,383252,385374,386634,390368,393284,394781,383276,391148,402678,406253,409455,412327,415845,418636,420534,423550,423619,424421,408804,412294,433327,434128,436624,436411,438168,438393,441536,443870,445539,446641,430934,437283,456830,460367,463819,467550,470838,473716,478203,480292,481731,486551,460582,471064,488162,494319,499811,502292,506471,509813,514401,519892,526058,530310,512414,520400,538473,542391,546939,550047,553257,557582,561969,565584,570150,574941,554152,562534,578435,583144,588558,591405,592580,604106,606636,610446,613363,616655,598877,606015,625896,632228,637833,640856,648085,652172,651215,660268,661204,663013,630969,636621,650573,654691,657159,659855,660245,662500,667024,670115,675183,679423,662838,669599,680365,687161,690758,696558,699515,702879,708439,711911,716065,720022,698994,712190,724046,723942,729460,733141,737669,741676,746546,750384,754432,757625,736161,752308,763774,769559,774647,777209,779956,783837,786262,789473,791852,793416,766508,768360,789399,792585,795600,796658,799111,802160,805819,810320,812575,814557,787589,803857,817635,819223,822179,823920,825210,826043,828798,832995,834249,836384,805582,819745,825762,824896,823073,819685,817276,815176,812434,808280,806789,804339,776051,776344,791049,788681,788847,785769,784393,782462,781011,778741,777559,775418,749690,754094,768096,770967,772750,774349,774796,773282,773548,772690,774491,774935,759138,763832,773405,774790,777323,777617,777200,779545,782644,784770,787499,789320,776620
3204,50308,50957,51298,52127,53879,54116,53989,54033,53479,53640,53478,52873,53236,53088,53416,53710,55099,55862,55846,55939,56271,56757,56885,54187,55050,56023,56708,57163,59027,59741,60231,60426,60690,59876,59745,57538,57914,58464,58516,59595,61246,61436,61838,62324,62197,61554,61581,59760,60456,60812,61058,62267,63414,63879,64187,64652,64456,64480,63773,62396,62918,64565,64807,65710,66758,67433,68394,68713,68785,68217,68360,65762,67635,69657,69446,70489,72202,72332,73022,73499,72223,72067,71893,69451,70167,71712,72401,73755,74881,75311,76005,76570,76506,75893,75747,72373,73497,75003,75424,77158,77722,78284,78860,78392,78701,79018,79235,75899,76633,78254,79250,81069,82245,83045,83966,84632,84610,84389,84479,78058,81239,83661,85064,86752,87899,88722,89701,90505,90640,90136,90478,84527,86336,90123,91229,92890,94096,94485,94656,95632,96136,96143,96011,91669,92271,95851,97250,99107,99638,100581,101040,100709,100894,100637,100460,95749,97013,100851,101860,103708,104514,105818,106987,107661,107947,106948,105949,99553,100299,103175,104101,105399,106186,106655,106861,107101,107625,107843,107981,103783,105099,107881,108959,110185,111813,112465,113066,113793,114220,114422,114427,110135,110510,114442,115538,117328,118553,119155,120016,120841,121196,121888,121746,117436,118499,121625,122297,123626,124405,125118,125973,126453,126288,125810,125299,119491,120663,123939,125524,128231,129170,129551,129518,129874,130080,130252,129809,124645,126735,129260,129835,131021,131630,131605,131746,131512,131273,131045,130199,123654,124727,127920,128440,128611,128340,128408,128476,127399,126698,125621,124695,118681,119269,121818,121866,122679,122577,121788,121371,120529,119111,116454,116514,109198,111065,114524,114242,115025,115347,115235,115036,113717,113310,113097,112647,106684,107888,111537,111857,112193,112469,112279,112117,111829,111456,110340,109793,102364
3301,24773,24997,25940,26080,26546,26609,25970,26449,26553,26560,26557,25924,26289,26228,26629,26950,27727,28021,28758,28973,29060,29119,29285,28584,28676,28740,29116,29515,30161,30511,30693,31168,31413,31524,31536,30872,31024,31070,31141,30852,31363,31784,31899,32156,32405,32456,32471,32023,32545,32689,32773,32877,32948,32665,32138,32448,32321,32485,32311,31935,32110,32196,32290,32639,32861,33113,33311,33671,33805,33700,33740,32937,33969,34597,34914,35160,35317,35496,35971,36095,36364,36642,36797,35093,36411,37065,37673,37680,37775,37872,38248,38433,38867,38949,38975,37884,38826,39457,39752,39969,40275,40376,40443,40680,41012,41319,41523,41039,41874,42233,42592,42979,43156,43372,43665,43775,43973,43862,44032,43300,44449,44408,44801,45285,45756,46800,46957,46473,46721,46954,47142,46580,47439,47875,48073,48436,48468,48615,48889,49273,49500,49710,49777,49334,49233,49520,49775,50305,50480,50741,50787,50687,51047,51201,51290,50988,51352,51700,52240,53238,53457,53726,53964,54226,54370,54468,54301,52312,53195,54236,55134,55713,56007,56085,56485,57051,56925,57075,57502,56321,57074,57834,57912,58428,58943,59325,59792,60004,60755,60985,61247,60713,61378,61896,61975,62876,63657,64160,64677,65129,65595,66056,66254,65479,65858,66201,66246,66712,67240,67845,68170,68462,68832,68935,69112,66436,68194,68859,69551,70544,70892,71114,71696,72317,72598,72520,72979,72314,72629,73387,73240,73752,73923,73981,74173,74424,74932,74710,74718,73475,74071,74483,74760,74839,74294,73679,73679,73818,73667,73327,73211,71490,72300,72897,73044,72353,72070,72458,72857,73046,73104,72856,72699,70374,71641,72608,72874,73219,73233,73308,73433,73673,73659,73780,73670,72804,73858,74678,74868,75077,74871,74944,75002,75069,75145,75583,75632,74491
3302,85131,85397,85648,85858,87405,90486,84537,84986,85072,83304,82143,78545,79619,79657,80111,80980,82936,86402,87219,87549,87972,87781,86264,82623,81525,81173,81813,83104,85356,87261,88185,89316,88324,86605,85079,83311,84017,84038,84478,85508,87123,89770,90315,90151,89917,88499,86562,83812,84365,84481,84713,86059,88511,90096,87058,87868,88478,88094,85450,84402,85963,87323,87998,90152,93567,97114,97830,99058,99929,99175,93554,93603,95844,96736,97002,98125,100601,103513,104856,105600,104872,104115,105405,104755,105387,106125,107780,108610,110073,113253,114296,115310,117269,118697,118502,116690,117738,118996,119573,121782,125709,129568,131504,132355,132846,133411,130702,127514,128342,129165,131335,134327,140689,143119,144483,145826,146473,146566,146819,143290,152993,152180,153165,155740,163947,165679,166911,167584,168174,169070,168443,165027,165582,167448,168387,171058,175953,178273,180044,181877,181470,179624,181079,180361,197647,199361,203002,200129,206039,206906,209182,210599,212412,210675,211197,207280,208990,210342,212490,215305,219448,222247,224596,226126,227929,228514,227513,217767,220441,220358,220375,221861,223849,225971,226486,227144,226887,227484,227733,223527,228273,230589,232032,236374,244075,247027,247264,250384,252075,252340,254336,243955,250881,254425,256544,261534,265829,271971,275196,277928,279612,281644,280026,273635,280520,284351,287767,290450,293575,295975,300024,300505,302525,303937,302334,288496,295813,298095,303296,306621,308828,309272,314167,317526,320362,321179,320454,313132,317851,322384,322168,321977,325857,329719,330976,331545,332846,330272,329045,324957,325130,325425,327721,327377,325996,326637,324703,325152,324389,323062,321528,314732,316348,314367,313585,313453,312138,313440,311948,310341,306609,305061,303371,296615,300142,301063,299972,300545,302443,302778,298321,298461,296829,294749,294308,291110,292136,294187,295120,295992,296962,300608,301651,302313,302981,300781,298960,297280
3303,65234,66488,67316,67969,68322,68569,68322,68307,68353,68634,68677,68148,68416,68223,68319,68749,69326,69749,69556,69761,69729,69680,69876,68248,68379,68710,69284,70532,71097,71910,71834,72020,72274,72342,72516,71849,71716,71735,71940,72132,72414,73018,73633,73960,73871,74336,74782,73753,74529,74650,74047,74477,74700,74839,74803,74937,75166,75596,75761,75452,75530,76340,76456,77156,77260,78873,80514,81080,81557,81258,81251,79963,80803,81762,82059,82046,81909,81972,82284,82297,82615,79952,82762,82087,83275,83879,84387,84840,85125,85420,85742,86302,87350,87924,88530,87655,88309,88466,88195,89050,89233,89622,89561,89735,90385,90736,91117,90485,91270,91750,91553,93119,93865,94430,94968,95801,96570,96192,96922,95047,96899,97631,99384,100743,101196,100419,102835,103422,104166,105023,105371,104592,104870,105912,106005,106874,107055,108008,108472,109095,109887,110813,111140,110329,110685,110226,110874,111940,111813,109959,112140,112523,113010,113881,114149,113733,114524,114101,115139,116082,116870,118307,118949,119381,120132,120250,120877,118060,119003,119438,119126,120405,120285,119467,121843,123095,124410,125259,126474,124987,126389,126620,127318,128518,129096,129776,130866,131895,132440,133086,134037,132697,132814,132485,132740,134544,135346,136385,137037,137394,137182,138670,139610,138401,139889,140026,140615,141986,142175,142553,142990,143240,143978,143837,144549,141824,142745,143145,144207,145173,145636,146138,146802,147560,148285,148797,149173,147482,148061,148596,148847,149589,149831,150499,150690,150694,151366,151386,152079,150370,150941,150859,150938,150898,150487,150684,149787,149502,149509,148899,148608,146293,146132,145731,145166,145067,144431,144040,143879,143340,143128,142792,142178,138707,140584,141255,141390,141954,142234,142610,142520,142542,142920,142961,142872,141562,142644,143228,143417,144185,143777,143636,143706,143927,144162,144394,144922,143378
3304,38516,39395,39444,39655,40030,40324,41092,41212,41218,41173,41325,40516,41639,41606,42517,43309,44253,44328,43839,43989,44080,44273,44676,43468,45840,46225,47245,47737,48251,48595,48759,48953,49090,49313,49890,49849,51534,52107,51818,52104,52150,51973,52461,52868,53232,53356,53826,53472,54749,54815,54430,54356,54476,54665,54810,55349,55605,56041,56845,57159,58511,59444,59076,59991,60423,60853,61208,61293,61374,61376,61820,61374,65102,67441,67929,68600,69036,69288,69714,70270,70507,70999,71386,70787,73125,74258,75033,75278,75777,75497,76306,76701,77355,77882,78566,77461,79344,81196,81180,81413,81693,82011,82559,82731,83387,84005,84718,83533,85997,86738,87862,88669,89437,90031,91717,92489,92637,92698,93376,90685,97010,99107,99872,100824,102192,103291,103799,104309,104641,103893,104868,104487,107266,111159,111608,112703,113502,113782,114300,114544,114966,115227,116032,114877,121935,124649,125903,126866,127655,128465,129028,129585,130134,130555,131285,131298,139330,141265,142419,144049,144400,145903,147885,148522,149296,149574,150350,137598,149510,154009,156524,158160,159140,159600,159919,160760,160960,160564,160292,155689,162417,163945,168122,169879,171093,173041,174301,175339,175908,176727,177482,169003,177678,183435,183078,185175,186012,186977,187840,188427,189555,190407,192688,189487,195213,199960,200524,201992,203198,204811,205962,206765,207516,207720,208102,192025,205679,214567,217741,218503,219560,221076,221587,222098,223580,224955,226730,212700,219858,230471,229875,231115,231979,232818,234606,235862,238090,239386,240721,222475,232801,239291,238799,238384,237155,236939,236015,236578,236818,236851,237398,224593,230973,233138,234213,236597,236625,235848,234995,234510,234612,232363,231515,218163,227790,232407,234675,235742,236703,237298,236065,236559,236349,236566,235697,229473,234650,238030,240962,243381,243631,242749,242278,242405,242970,242157,242603,233997
3305,143725,144943,145085,145938,147038,147113,146694,146126,146090,146619,146667,145318,146009,145863,147301,149017,150738,148961,150208,150653,151469,151489,151900,150015,150591,150722,152313,153587,154357,155697,155502,155646,155218,155500,155764,153649,154898,156020,156465,156823,157106,158215,158642,158997,159258,158819,158116,155464,156304,156968,157579,157895,158270,158308,158261,158589,158713,159570,159770,158630,159804,160852,161549,162823,163923,166407,166408,167890,169220,169948,171149,168733,170565,172040,172648,175197,175952,176868,176586,174456,175395,175721,176890,175799,176967,178479,179407,180331,180092,181619,183045,182781,183481,182426,184206,182950,185165,186599,187406,189303,189516,189984,190724,191346,192602,192384,194023,193139,193951,195499,197426,199476,200880,202882,204001,204575,205547,205819,206827,201483,205741,207863,209015,210925,212668,213840,214640,215863,216966,218147,219883,219419,220536,222000,222180,223614,224483,224889,224996,225883,226769,228004,229739,228442,230614,232694,233760,235170,235962,236900,237223,237348,238764,240373,241841,240854,242094,244294,245546,247872,249181,251465,252728,255332,257070,256955,258215,253067,254205,255820,256818,257933,259194,259412,260586,262097,263233,265156,267330,266778,269484,270831,273176,275308,277453,278422,279442,281898,283954,285171,287703,287906,290170,294303,295186,297952,299907,301447,302749,304776,307834,308216,309386,308958,311106,312788,313960,315887,317674,318228,319615,320156,320356,320694,321022,317594,319992,321901,323566,325165,326260,327198,325650,326544,327240,329416,331118,329615,329569,332497,333060,334262,333643,333082,332736,332988,334018,334778,336306,332860,331837,332421,332804,332042,331365,330739,329077,328268,327373,324858,323644,320530,319360,318087,315017,313236,311706,311034,309943,309389,309559,308030,307784,303603,305420,307482,306975,308287,308773,310811,310845,311201,311426,312228,312969,311797,312246,313819,314276,314389,315052,314353,315148,316140,316565,317725,318785,317341
3306,2304117,2322798,2325990,2337620,2344197,2346087,2348219,2345898,2344297,2345037,2347902,2329741,2344885,2345749,2355512,2366976,2375223,2381682,2382973,2378605,2386664,2382355,2385938,2363270,2377662,2379033,2388122,2398675,2396597,2404070,2401311,2406131,2412506,2411686,2417200,2394798,2397790,2412792,2418222,2426182,2433471,2443189,2442628,2450515,2455362,2453884,2455920,2436565,2449945,2447600,2448620,2452021,2454220,2457240,2459211,2467565,2474573,2481168,2488908,2476168,2484727,2500717,2503710,2519713,2528443,2539375,2547759,2558969,2571590,2578969,2594087,2581174,2600795,2613885,2618875,2634303,2643071,2641395,2649795,2656768,2668037,2671755,2679573,2669061,2687533,2700749,2709356,2720262,2728153,2734965,2738449,2749692,2766397,2774744,2790916,2779961,2790526,2806045,2805628,2812905,2813725,2821766,2824517,2832899,2845514,2856741,2871061,2860447,2877337,2882783,2902641,2916384,2932740,2941639,2953319,2970042,2981240,2989900,3003148,2992045,3011672,3036047,3048306,3067022,3077470,3090941,3097369,3114783,3130836,3145903,3168827,3160067,3179785,3207527,3214488,3235450,3245879,3250255,3264206,3277115,3293489,3310404,3332990,3323796,3330901,3365776,3381035,3462552,3473403,3498483,3510513,3518636,3543373,3565754,3589291,3589182,3601812,3619772,3639998,3663397,3679895,3695076,3713536,3732006,3754125,3769176,3790052,3767939,3777991,3790696,3809869,3817531,3829284,3838112,3846365,3865894,3886728,3903160,3935427,3923041,3937820,3956770,4018938,4038794,4060960,4078131,4204753,4269804,4227341,4168115,4165875,4139391,4168730,4199352,4201056,4242718,4264193,4283756,4298709,4326865,4355042,4369981,4398098,4381305,4412868,4440498,4465205,4493351,4508901,4521293,4540773,4558666,4580147,4583057,4610755,4584412,4597571,4618225,4646823,4672151,4687401,4699511,4705347,4721577,4736929,4748947,4771730,4753206,4757959,4796712,4791259,4800463,4811956,4815079,4809955,4824411,4839222,4836989,4851512,4818491,4812274,4810336,4819535,4812392,4807088,4801628,4792228,4784056,4772202,4768014,4763063,4710744,4712862,4704767,4700840,4688853,4692567,4683907,4679924,4650948,4627928,4606997,4593210,4544245,4558473,4554882,4546411,4548368,4545454,4537547,4531257,4533626,4540746,4553700,4560390,4529931,4543799,4541413,4542698,4547323,4543769,4539420,4538582,4548323,4552789,4548055,4562453,4537210
3501,185273,188539,190837,193267,199547,201636,203433,202413,201213,200600,192524,182504,187122,188735,189713,193701,201115,207427,210099,210714,211022,209459,205619,191322,195507,199179,204047,211185,219952,221697,222921,224530,225184,225820,220844,202970,204896,208908,211218,219066,226044,227964,227922,229777,230174,230772,225972,204086,205430,210365,215221,224232,232773,234195,236214,238584,239561,234001,226671,218089,220473,227389,231230,233783,244811,247959,247924,249548,250566,245842,240181,232133,238977,244366,246839,248156,258613,263302,267281,269064,269914,267556,262134,246217,252872,259378,263922,267429,274098,279480,283277,286340,288512,283178,277709,264915,268990,276831,280698,284969,292028,296281,300191,303544,305716,298699,291239,277444,282218,290910,297710,302558,313613,318828,324939,329746,331272,332298,329090,303738,309074,321074,327271,334522,343132,345856,350350,352946,355576,355514,343785,322265,332455,346757,355699,362084,367440,372118,376771,378328,381181,383646,376479,347517,362400,378747,386859,394671,401826,404557,406853,409520,412058,412672,407918,374042,383042,402126,411509,423992,430125,435433,437720,440984,443276,442951,439348,400195,400943,408267,422702,434931,438949,439336,441835,446096,449546,452625,452449,423765,428540,443258,457833,468283,473424,477522,480266,483682,484633,481238,472459,453513,459315,472909,475887,487550,494737,500415,503652,506093,509033,507236,495200,480668,484480,497619,507589,515710,522169,523141,525801,528891,530363,531429,528498,509332,512756,527742,535771,544169,546782,547879,548756,550191,551913,552282,548380,529202,535073,545618,549654,557311,560450,560564,560460,561330,561569,557816,551358,536114,539598,544533,546742,551090,551785,549842,548396,548506,547365,546053,543540,529175,530361,534479,538609,541627,541873,540866,539561,539779,539341,536988,532941,520854,526117,533452,536714,540728,542450,542885,543420,544755,545169,546605,543746,534273,539743,546231,551105,555820,555285,554175,554458,556004,556920,556370,553877,545435
3502,362893,369380,374819,373466,395500,401714,402719,398160,395292,387325,375486,344989,351249,356999,359557,374737,397338,406982,407728,405977,405476,404502,393004,351042,361757,367951,374049,390462,410703,416732,418630,418827,416999,414369,391869,357629,364817,369845,373578,390137,404932,413150,416782,417978,415315,413917,404602,359703,364344,370268,374006,398187,417190,425402,428011,426921,425280,424563,404820,382932,388904,401395,407473,409351,436594,449327,455255,457485,457424,448151,435554,418548,429291,432932,438934,440066,463753,476854,482601,484255,486210,486710,474044,444152,454234,464648,470395,486472,503846,514842,523362,525368,526854,519466,500203,475084,486077,497740,506660,519139,535274,547643,556016,556959,558347,549695,530278,504185,513540,521662,534755,547472,572018,590274,600580,605981,606255,606846,600564,547476,555537,564435,573861,597004,614380,627382,636440,634611,638050,640638,623630,572411,580109,595490,608901,627757,647579,663896,671788,673272,673595,671644,651716,612704,626304,639727,651566,665363,685429,696319,707176,707774,710639,712582,698775,651052,658977,676456,691275,712472,724388,743880,752874,755543,755402,753816,739109,680871,689062,695212,702183,719554,733091,743623,753619,758266,761560,765859,764987,705231,714928,727317,749802,770677,787334,799353,803095,806460,807913,805942,789293,747191,761227,779774,789374,810764,828055,840907,844655,846145,845692,834408,822684,797594,812073,821655,827383,839194,856346,868238,877199,879612,879653,878709,873749,834910,847395,857147,867218,879986,887697,898739,902847,904282,906593,907819,897330,862361,876308,888754,894647,899910,904382,913155,914604,915867,915340,908782,899943,871263,881592,883600,888585,895202,900655,902449,902985,902385,898413,896179,889625,858374,865838,874420,875471,881048,885833,890385,889785,888801,889857,885891,876686,850454,860204,870163,872627,880934,889426,892755,891981,891972,891948,892833,885144,867641,876074,882980,883279,890443,893924,897438,900089,902410,902961,903130,902800,883593
3503,96757,97678,98972,99222,105290,107319,106305,105442,104265,101883,99058,90863,90562,91048,91424,96681,100639,103050,104285,104824,106052,106702,99863,92567,92887,94145,95580,102129,109470,111127,111243,112133,113819,114641,111792,95374,95167,95406,96421,106350,112631,114013,114767,115863,116561,116173,110689,99244,97927,98275,100537,109487,114485,116437,117617,119534,120959,120501,111120,104778,105808,107474,109615,112545,119689,124634,125262,126944,126596,121804,116587,112184,113528,115385,116998,121627,130406,133368,135048,136217,136821,133274,129328,119284,118938,121765,124512,131501,138583,139912,140767,141871,143745,140954,133020,126582,126915,129265,131460,140118,144870,146211,145515,146665,146815,144655,137354,130391,131038,133290,137898,144633,151442,152896,153093,155433,157442,158359,155191,140823,141118,143622,148091,154404,160225,161104,160826,162868,164209,163589,154646,145750,147526,152881,158896,169938,174274,175004,174968,176238,177517,178514,171594,155213,158397,163463,169148,180355,182346,177744,181411,183644,184354,183514,181090,164662,167553,171707,178335,191633,193916,195116,193859,194636,195589,195666,193844,170964,169749,172312,181070,191774,194084,193518,192983,194404,195620,196152,195903,177909,179855,185203,195377,200747,201847,203633,204861,206314,207223,206250,201612,188020,191242,195496,201833,210650,215186,215695,215262,216142,215980,208260,204678,195867,198992,204562,207611,213522,217845,221951,222392,223598,223891,223317,221760,208477,211293,214928,219314,225566,225906,226515,226392,226542,226148,226142,223550,214104,217938,221933,225394,229797,230073,227939,228133,229546,229553,228083,224398,217617,219532,222482,224331,227791,226833,226620,225274,224709,223899,223067,221408,212757,213591,216730,219292,221232,220595,220012,219835,220664,220311,219643,217513,210634,213657,216369,219551,222481,223022,222713,222214,222830,221889,220738,217906,212456,213287,215341,219207,221336,220750,219485,218393,218288,218244,217665,216198,210120
